start_time,end_time,instrument,note,start_beat,end_beat,note_value,Instrument Group
116190,180702,1,59,0.0,0.489583333333,Eighth,1
116190,180702,1,32,0.0,0.489583333333,Eighth,1
116190,180702,1,44,0.0,0.489583333333,Eighth,1
116190,239069,1,64,0.0,0.989583333333,Quarter,1
181725,239069,1,47,0.5,0.489583333333,Eighth,1
181725,239069,1,62,0.5,0.489583333333,Eighth,1
181725,239069,1,35,0.5,0.489583333333,Eighth,1
240606,377310,1,60,1.0,0.989583333333,Quarter,1
240606,377310,1,45,1.0,0.989583333333,Quarter,1
240606,377310,1,33,1.0,0.989583333333,Quarter,1
240606,272350,1,64,1.0,0.239583333333,Sixteenth,1
273886,283102,1,65,1.25,0.0729166666667,Triplet Thirty Second,1
284638,291806,1,64,1.33333333333,0.0729166666667,Triplet Thirty Second,1
293342,302558,1,63,1.41666666667,0.0729166666667,Triplet Thirty Second,1
307166,341982,1,64,1.5,0.239583333333,Sixteenth,1
344030,377310,1,72,1.75,0.239583333333,Sixteenth,1
378846,506334,1,64,2.0,0.989583333333,Quarter,1
378846,439774,1,35,2.0,0.489583333333,Eighth,1
378846,439774,1,47,2.0,0.489583333333,Eighth,1
378846,469469,1,68,2.0,0.739583333333,Dotted Eighth,1
440798,506334,1,50,2.5,0.489583333333,Eighth,1
440798,506334,1,38,2.5,0.489583333333,Eighth,1
471006,484318,1,71,2.75,0.114583333333,Thirty Second,1
487390,506334,1,69,2.875,0.114583333333,Thirty Second,1
507870,567262,1,64,3.0,0.489583333333,Eighth,1
507870,567262,1,36,3.0,0.489583333333,Eighth,1
507870,567262,1,48,3.0,0.489583333333,Eighth,1
507870,567262,1,69,3.0,0.489583333333,Eighth,1
568286,635870,1,72,3.5,0.489583333333,Eighth,1
568286,635870,1,33,3.5,0.489583333333,Eighth,1
568286,635870,1,45,3.5,0.489583333333,Eighth,1
568286,635870,1,64,3.5,0.489583333333,Eighth,1
568286,635870,1,76,3.5,0.489583333333,Eighth,1
636894,697310,1,76,4.0,0.489583333333,Eighth,1
636894,731613,1,53,4.0,0.739583333333,Dotted Eighth,1
636894,731613,1,41,4.0,0.739583333333,Dotted Eighth,1
636894,697310,1,64,4.0,0.489583333333,Eighth,1
636894,731613,1,69,4.0,0.739583333333,Dotted Eighth,1
698846,731613,1,74,4.5,0.239583333333,Sixteenth,1
698846,731613,1,62,4.5,0.239583333333,Sixteenth,1
732638,768478,1,76,4.75,0.239583333333,Sixteenth,1
