start_time,end_time,instrument,note,start_beat,end_beat,note_value,Instrument Group
47070,83422,1,56,1.0,1.0,Quarter,1
83422,100829,1,55,2.0,0.5,Eighth,1
100829,106462,1,56,2.5,0.25,Sixteenth,1
106462,114142,1,58,2.75,0.25,Sixteenth,1
114142,134110,1,59,3.0,0.5,Eighth,1
134110,152030,1,58,3.5,0.5,Eighth,1
152030,167902,1,56,4.0,0.5,Eighth,1
167902,189405,1,62,4.5,0.5,Eighth,1
189405,208349,1,63,5.0,0.5,Eighth,1
208349,226782,1,54,5.5,0.5,Eighth,1
226782,243678,1,56,6.0,0.5,Eighth,1
243678,262110,1,56,6.5,0.5,Eighth,1
262110,279006,1,58,7.0,0.5,Eighth,1
279006,296414,1,58,7.5,0.5,Eighth,1
296414,314334,1,51,8.0,0.5,Eighth,1
314334,331230,1,53,8.5,0.5,Eighth,1
331230,369630,1,63,9.0,1.0,Quarter,1
331230,386526,1,54,9.0,1.5,Dotted Quarter,1
369630,386526,1,60,10.0,0.5,Eighth,1
386526,394718,1,61,10.5,0.25,Sixteenth,1
386526,394718,1,53,10.5,0.25,Sixteenth,1
394718,402910,1,63,10.75,0.25,Sixteenth,1
394718,402910,1,54,10.75,0.25,Sixteenth,1
402910,420830,1,64,11.0,0.5,Eighth,1
402910,420830,1,56,11.0,0.5,Eighth,1
420830,429534,1,55,11.5,0.25,Sixteenth,1
420830,437726,1,63,11.5,0.5,Eighth,1
429534,437726,1,56,11.75,0.25,Sixteenth,1
437726,457182,1,61,12.0,0.5,Eighth,1
437726,457182,1,58,12.0,0.5,Eighth,1
457182,466398,1,56,12.5,0.25,Sixteenth,1
457182,474590,1,67,12.5,0.5,Eighth,1
466398,474590,1,58,12.75,0.25,Sixteenth,1
474590,495582,1,68,13.0,0.5,Eighth,1
474590,495582,1,59,13.0,0.5,Eighth,1
495582,515549,1,59,13.5,0.5,Eighth,1
495582,515549,1,56,13.5,0.5,Eighth,1
515549,532958,1,58,14.0,0.5,Eighth,1
515549,532958,1,61,14.0,0.5,Eighth,1
532958,549854,1,61,14.5,0.5,Eighth,1
549854,570846,1,63,15.0,0.5,Eighth,1
549854,570846,1,55,15.0,0.5,Eighth,1
570846,586718,1,63,15.5,0.5,Eighth,1
586718,624094,1,56,16.0,1.0,Quarter,1
603102,624094,1,54,16.5,0.5,Eighth,1
624094,660446,1,68,17.0,1.0,Quarter,1
624094,660446,1,52,17.0,1.0,Quarter,1
624094,679390,1,61,17.0,1.5,Dotted Quarter,1
660446,679390,1,67,18.0,0.5,Eighth,1
660446,679390,1,51,18.0,0.5,Eighth,1
679390,686558,1,59,18.5,0.25,Sixteenth,1
679390,686558,1,68,18.5,0.25,Sixteenth,1
679390,712670,1,56,18.5,1.0,Quarter,1
686558,696286,1,70,18.75,0.25,Sixteenth,1
686558,696286,1,61,18.75,0.25,Sixteenth,1
696286,712670,1,63,19.0,0.5,Eighth,1
696286,712670,1,71,19.0,0.5,Eighth,1
712670,728542,1,58,19.5,0.5,Eighth,1
712670,721374,1,62,19.5,0.25,Sixteenth,1
712670,728542,1,70,19.5,0.5,Eighth,1
721374,728542,1,63,19.75,0.25,Sixteenth,1
728542,748509,1,68,20.0,0.5,Eighth,1
728542,748509,1,65,20.0,0.5,Eighth,1
728542,764382,1,59,20.0,1.0,Quarter,1
748509,755678,1,63,20.5,0.25,Sixteenth,1
748509,764382,1,74,20.5,0.5,Eighth,1
755678,764382,1,65,20.75,0.25,Sixteenth,1
764382,784350,1,66,21.0,0.5,Eighth,1
764382,784350,1,75,21.0,0.5,Eighth,1
764382,799198,1,58,21.0,1.0,Quarter,1
784350,799198,1,66,21.5,0.5,Eighth,1
784350,799198,1,63,21.5,0.5,Eighth,1
799198,885214,1,56,22.0,2.5,Half,1
799198,816606,1,68,22.0,0.5,Eighth,1
799198,816606,1,65,22.0,0.5,Eighth,1
816606,832477,1,68,22.5,0.5,Eighth,1
832477,851422,1,70,23.0,0.5,Eighth,1
832477,851422,1,62,23.0,0.5,Eighth,1
851422,868318,1,70,23.5,0.5,Eighth,1
868318,903646,1,63,24.0,1.0,Quarter,1
885214,903646,1,65,24.5,0.5,Eighth,1
885214,893406,1,54,24.5,0.25,Sixteenth,1
893406,903646,1,56,24.75,0.25,Sixteenth,1
903646,921054,1,58,25.0,0.5,Eighth,1
903646,939998,1,51,25.0,1.0,Quarter,1
903646,957406,1,66,25.0,1.5,Dotted Quarter,1
921054,939998,1,58,25.5,0.5,Eighth,1
921054,939998,1,54,25.5,0.5,Eighth,1
939998,971230,1,56,26.0,1.0,Quarter,1
939998,957406,1,51,26.0,0.5,Eighth,1
939998,957406,1,48,26.0,0.5,Eighth,1
957406,964062,1,64,26.5,0.25,Sixteenth,1
957406,964062,1,49,26.5,0.25,Sixteenth,1
957406,971230,1,52,26.5,0.5,Eighth,1
964062,971230,1,51,26.75,0.25,Sixteenth,1
964062,971230,1,66,26.75,0.25,Sixteenth,1
971230,989150,1,68,27.0,0.5,Eighth,1
971230,989150,1,52,27.0,0.5,Eighth,1
989150,998878,1,67,27.5,0.25,Sixteenth,1
989150,1007582,1,59,27.5,0.5,Eighth,1
989150,1007582,1,51,27.5,0.5,Eighth,1
989150,1007582,1,63,27.5,0.5,Eighth,1
998878,1007582,1,68,27.75,0.25,Sixteenth,1
1007582,1042398,1,61,28.0,1.0,Quarter,1
1007582,1025501,1,70,28.0,0.5,Eighth,1
1007582,1025501,1,49,28.0,0.5,Eighth,1
1007582,1025501,1,64,28.0,0.5,Eighth,1
1025501,1042398,1,63,28.5,0.5,Eighth,1
1025501,1032670,1,68,28.5,0.25,Sixteenth,1
1025501,1042398,1,55,28.5,0.5,Eighth,1
1032670,1042398,1,70,28.75,0.25,Sixteenth,1
1042398,1062878,1,56,29.0,0.5,Eighth,1
1042398,1062878,1,71,29.0,0.5,Eighth,1
1062878,1079774,1,47,29.5,0.5,Eighth,1
1062878,1079774,1,68,29.5,0.5,Eighth,1
1079774,1097182,1,70,30.0,0.5,Eighth,1
1079774,1097182,1,64,30.0,0.5,Eighth,1
1079774,1097182,1,61,30.0,0.5,Eighth,1
1079774,1097182,1,49,30.0,0.5,Eighth,1
1097182,1113566,1,49,30.5,0.5,Eighth,1
1113566,1129950,1,67,31.0,0.5,Eighth,1
1113566,1129950,1,63,31.0,0.5,Eighth,1
1113566,1129950,1,58,31.0,0.5,Eighth,1
1113566,1129950,1,51,31.0,0.5,Eighth,1
1129950,1148894,1,51,31.5,0.5,Eighth,1
1148894,1184222,1,63,32.0,1.0,Quarter,1
1148894,1165790,1,68,32.0,0.5,Eighth,1
1148894,1184222,1,59,32.0,1.0,Quarter,1
1148894,1184222,1,44,32.0,1.0,Quarter,1
1165790,1184222,1,70,32.5,0.5,Eighth,1
1184222,1220574,1,71,33.0,1.0,Quarter,1
1203166,1220574,1,66,33.5,0.5,Eighth,1
1203166,1220574,1,59,33.5,0.5,Eighth,1
1203166,1220574,1,51,33.5,0.5,Eighth,1
1220574,1236958,1,64,34.0,0.5,Eighth,1
1220574,1236958,1,73,34.0,0.5,Eighth,1
1220574,1236958,1,68,34.0,0.5,Eighth,1
1220574,1236958,1,52,34.0,0.5,Eighth,1
1236958,1254366,1,52,34.5,0.5,Eighth,1
1254366,1270750,1,70,35.0,0.5,Eighth,1
1254366,1270750,1,66,35.0,0.5,Eighth,1
1254366,1270750,1,61,35.0,0.5,Eighth,1
1254366,1270750,1,54,35.0,0.5,Eighth,1
1270750,1285086,1,54,35.5,0.5,Eighth,1
1285086,1318878,1,47,36.0,1.0,Quarter,1
1285086,1301982,1,71,36.0,0.5,Eighth,1
1285086,1318878,1,66,36.0,1.0,Quarter,1
1285086,1318878,1,63,36.0,1.0,Quarter,1
1301982,1312222,1,75,36.5,0.25,Sixteenth,1
1312222,1318878,1,74,36.75,0.25,Sixteenth,1
1318878,1357278,1,75,37.0,1.0,Quarter,1
1341406,1357278,1,70,37.5,0.5,Eighth,1
1341406,1357278,1,63,37.5,0.5,Eighth,1
1341406,1357278,1,54,37.5,0.5,Eighth,1
1357278,1375710,1,71,38.0,0.5,Eighth,1
1357278,1375710,1,76,38.0,0.5,Eighth,1
1357278,1375710,1,68,38.0,0.5,Eighth,1
1357278,1375710,1,56,38.0,0.5,Eighth,1
1375710,1394142,1,56,38.5,0.5,Eighth,1
1394142,1411550,1,74,39.0,0.5,Eighth,1
1394142,1411550,1,70,39.0,0.5,Eighth,1
1394142,1411550,1,65,39.0,0.5,Eighth,1
1394142,1411550,1,58,39.0,0.5,Eighth,1
1411550,1427422,1,58,39.5,0.5,Eighth,1
1427422,1444830,1,75,40.0,0.5,Eighth,1
1427422,1444830,1,66,40.0,0.5,Eighth,1
1427422,1444830,1,63,40.0,0.5,Eighth,1
1427422,1444830,1,51,40.0,0.5,Eighth,1
1444830,1462238,1,68,40.5,0.5,Eighth,1
1444830,1462238,1,77,40.5,0.5,Eighth,1
1462238,1498078,1,63,41.0,1.0,Quarter,1
1462238,1479645,1,70,41.0,0.5,Eighth,1
1462238,1514974,1,78,41.0,1.5,Dotted Quarter,1
1479645,1488350,1,71,41.5,0.25,Sixteenth,1
1488350,1498078,1,70,41.75,0.25,Sixteenth,1
1498078,1514974,1,60,42.0,0.5,Eighth,1
1498078,1514974,1,68,42.0,0.5,Eighth,1
1514974,1521630,1,76,42.5,0.25,Sixteenth,1
1514974,1521630,1,61,42.5,0.25,Sixteenth,1
1514974,1550302,1,73,42.5,1.0,Quarter,1
1521630,1529310,1,63,42.75,0.25,Sixteenth,1
1521630,1529310,1,78,42.75,0.25,Sixteenth,1
1529310,1550302,1,64,43.0,0.5,Eighth,1
1529310,1550302,1,80,43.0,0.5,Eighth,1
1550302,1565150,1,63,43.5,0.5,Eighth,1
1550302,1557470,1,79,43.5,0.25,Sixteenth,1
1550302,1565150,1,75,43.5,0.5,Eighth,1
1557470,1565150,1,80,43.75,0.25,Sixteenth,1
1565150,1581022,1,82,44.0,0.5,Eighth,1
1565150,1581022,1,61,44.0,0.5,Eighth,1
1565150,1597918,1,76,44.0,1.0,Quarter,1
