start_time,end_time,instrument,note,start_beat,end_beat,note_value,Instrument Group
55262,143326,1,56,0.0,1.0,Quarter,1
55262,558046,1,53,0.0,6.0,Unknown,1
55262,143326,1,65,0.0,1.0,Quarter,1
69598,100318,1,68,0.25,0.25,Sixteenth,1
100318,124382,1,72,0.5,0.25,Sixteenth,1
124382,143326,1,77,0.75,0.25,Sixteenth,1
143326,225758,1,58,1.0,1.0,Quarter,1
143326,225758,1,67,1.0,1.0,Quarter,1
164318,185822,1,77,1.25,0.25,Sixteenth,1
185822,202717,1,76,1.5,0.25,Sixteenth,1
202717,225758,1,79,1.75,0.25,Sixteenth,1
225758,312286,1,68,2.0,1.0,Quarter,1
225758,312286,1,60,2.0,1.0,Quarter,1
246238,266718,1,72,2.25,0.25,Sixteenth,1
266718,286686,1,77,2.5,0.25,Sixteenth,1
286686,312286,1,76,2.75,0.25,Sixteenth,1
312286,393182,1,56,3.0,1.0,Quarter,1
312286,393182,1,77,3.0,1.0,Quarter,1
332254,347614,1,72,3.25,0.25,Sixteenth,1
347614,368606,1,70,3.5,0.25,Sixteenth,1
368606,393182,1,68,3.75,0.25,Sixteenth,1
393182,496093,1,73,4.0,1.20833333333,Tied Quarter-Sixteenth,1
393182,478174,1,58,4.0,1.0,Quarter,1
411614,440286,1,68,4.25,0.25,Sixteenth,1
440286,455646,1,67,4.5,0.25,Sixteenth,1
455646,478174,1,70,4.75,0.25,Sixteenth,1
478174,558046,1,55,5.0,1.0,Quarter,1
478174,558046,1,64,5.0,1.0,Quarter,1
499166,517085,1,73,5.2625,0.25,Sixteenth,1
517085,536542,1,72,5.5125,0.25,Sixteenth,1
536542,558046,1,70,5.7625,0.25,Sixteenth,1
558046,602078,1,65,6.0,0.5,Eighth,1
558046,642526,1,53,6.0,1.0,Quarter,1
558046,618462,1,68,6.0125,0.75,Dotted Eighth,1
582110,602078,1,56,6.25,0.25,Sixteenth,1
602078,618462,1,60,6.5,0.25,Sixteenth,1
618462,642526,1,65,6.75,0.25,Sixteenth,1
618462,640990,1,70,6.7625,0.208333333333,Sixteenth,1
642526,718302,1,55,7.0,1.0,Quarter,1
643038,653790,1,72,7.025,0.0916666666667,Triplet Thirty Second,1
653790,659934,1,70,7.11666666667,0.0916666666667,Triplet Thirty Second,1
659934,664542,1,72,7.20833333333,0.0916666666667,Triplet Thirty Second,1
661470,678366,1,65,7.25,0.25,Sixteenth,1
664542,673758,1,70,7.3,0.0916666666667,Triplet Thirty Second,1
673758,677342,1,72,7.39166666667,0.0916666666667,Triplet Thirty Second,1
677342,698846,1,70,7.48333333333,0.291666666667,Triplet,1
678366,698334,1,64,7.5,0.25,Sixteenth,1
698334,718302,1,67,7.75,0.25,Sixteenth,1
698846,709085,1,68,7.775,0.125,Thirty Second,1
709085,719326,1,70,7.9,0.125,Thirty Second,1
718302,803294,1,56,8.0,1.0,Quarter,1
719326,803806,1,72,8.025,1.0,Quarter,1
741342,765406,1,68,8.25,0.25,Sixteenth,1
765406,781278,1,64,8.5,0.25,Sixteenth,1
781278,803294,1,65,8.75,0.25,Sixteenth,1
803294,886750,1,61,9.0,1.0,Quarter,1
803294,886750,1,58,9.0,1.0,Quarter,1
822238,846301,1,73,9.275,0.25,Sixteenth,1
846301,865246,1,67,9.525,0.25,Sixteenth,1
865246,887774,1,70,9.775,0.25,Sixteenth,1
886750,968158,1,48,10.0,1.0,Quarter,1
886750,928222,1,60,10.0,0.5,Eighth,1
887774,944093,1,64,10.025,0.75,Dotted Eighth,1
907230,928222,1,52,10.25,0.25,Sixteenth,1
928222,943582,1,55,10.5,0.25,Sixteenth,1
943582,968158,1,60,10.75,0.25,Sixteenth,1
944093,964062,1,65,10.775,0.208333333333,Sixteenth,1
968158,1043422,1,49,11.0,1.0,Quarter,1
969182,979422,1,67,11.0375,0.0916666666667,Triplet Thirty Second,1
979422,985566,1,65,11.1291666667,0.0916666666667,Triplet Thirty Second,1
985566,991709,1,67,11.2208333333,0.0916666666667,Triplet Thirty Second,1
987614,1006046,1,60,11.25,0.25,Sixteenth,1
991709,997341,1,65,11.3125,0.0916666666667,Triplet Thirty Second,1
997341,1005022,1,67,11.4041666667,0.0916666666667,Triplet Thirty Second,1
1005022,1023966,1,65,11.4958333333,0.291666666667,Triplet,1
1006046,1021406,1,58,11.5,0.25,Sixteenth,1
1021406,1043422,1,61,11.75,0.25,Sixteenth,1
1023966,1037278,1,64,11.7875,0.125,Thirty Second,1
1037278,1044957,1,65,11.9125,0.125,Thirty Second,1
1043422,1130974,1,67,12.0,1.0,Quarter,1
1043422,1130974,1,52,12.0,1.0,Quarter,1
1070046,1086430,1,72,12.2875,0.25,Sixteenth,1
1085406,1130974,1,55,12.5,0.5,Eighth,1
1086430,1106398,1,70,12.5375,0.25,Sixteenth,1
1106398,1161182,1,73,12.7875,0.5,Eighth,1
1130974,1212382,1,64,13.0,1.0,Quarter,1
1130974,1212382,1,60,13.0,1.0,Quarter,1
1161182,1171934,1,73,13.2875,0.25,Sixteenth,1
1170910,1212382,1,48,13.5,0.5,Eighth,1
1171934,1187294,1,72,13.5375,0.25,Sixteenth,1
1187294,1213406,1,70,13.7875,0.25,Sixteenth,1
1212382,1290206,1,41,14.0,1.0,Quarter,1
1212382,1290206,1,63,14.0,1.0,Quarter,1
1213406,1271262,1,69,14.0375,0.75,Dotted Eighth,1
1228766,1250270,1,45,14.25,0.25,Sixteenth,1
1250270,1268702,1,48,14.5,0.25,Sixteenth,1
1268702,1290206,1,53,14.75,0.25,Sixteenth,1
1271262,1289694,1,70,14.7875,0.208333333333,Sixteenth,1
1290206,1365982,1,42,15.0,1.0,Quarter,1
1290206,1365982,1,61,15.0,1.0,Quarter,1
1296862,1301470,1,72,15.05,0.0916666666667,Triplet Thirty Second,1
1301470,1310686,1,70,15.1416666667,0.0916666666667,Triplet Thirty Second,1
1310686,1315294,1,72,15.2333333333,0.0916666666667,Triplet Thirty Second,1
1311710,1329118,1,53,15.25,0.25,Sixteenth,1
