start_time,end_time,instrument,note,start_beat,end_beat,note_value,Instrument Group,Time Chunks
91614,136158,1,68,0.0,0.729166666667,Dotted Sixteenth,1,[2]
91614,219614,1,59,0.0,1.97916666667,Quarter,1,"[2, 3]"
91614,219614,1,52,0.0,1.97916666667,Quarter,1,"[2, 3]"
91614,219614,1,40,0.0,1.97916666667,Quarter,1,"[2, 3]"
139230,155102,1,66,0.75,0.229166666667,Thirty Second,1,[2]
156126,195550,1,68,1.0,0.479166666667,Sixteenth,1,"[2, 3]"
196574,219614,1,69,1.5,0.479166666667,Sixteenth,1,[3]
220638,263134,1,45,2.0,0.979166666667,Eighth,1,[3]
220638,263134,1,59,2.0,0.979166666667,Eighth,1,[3]
220638,263134,1,66,2.0,0.979166666667,Eighth,1,[3]
220638,263134,1,51,2.0,0.979166666667,Eighth,1,[3]
351198,481246,1,59,4.0,1.97916666667,Quarter,1,"[4, 5, 6]"
351198,481246,1,52,4.0,1.97916666667,Quarter,1,"[4, 5, 6]"
351198,481246,1,44,4.0,1.97916666667,Quarter,1,"[4, 5, 6]"
351198,397278,1,64,4.0,0.729166666667,Dotted Sixteenth,1,"[4, 5]"
400350,415710,1,63,4.75,0.229166666667,Thirty Second,1,[5]
416734,448477,1,64,5.0,0.479166666667,Sixteenth,1,"[5, 6]"
448990,481246,1,66,5.5,0.479166666667,Sixteenth,1,[6]
481758,525790,1,42,6.0,0.979166666667,Eighth,1,[6]
481758,525790,1,63,6.0,0.979166666667,Eighth,1,[6]
481758,525790,1,59,6.0,0.979166666667,Eighth,1,[6]
481758,525790,1,57,6.0,0.979166666667,Eighth,1,[6]
481758,525790,1,51,6.0,0.979166666667,Eighth,1,[6]
550878,613854,1,59,7.5,0.479166666667,Sixteenth,1,[7]
614878,638942,1,59,8.0,0.479166666667,Sixteenth,1,"[7, 8]"
614878,638942,1,56,8.0,0.479166666667,Sixteenth,1,"[7, 8]"
614878,638942,1,64,8.0,0.479166666667,Sixteenth,1,"[7, 8]"
641502,671198,1,59,8.5,0.479166666667,Sixteenth,1,[8]
641502,671198,1,51,8.5,0.479166666667,Sixteenth,1,[8]
641502,671198,1,66,8.5,0.479166666667,Sixteenth,1,[8]
672222,694750,1,68,9.0,0.479166666667,Sixteenth,1,[8]
672222,694750,1,64,9.0,0.479166666667,Sixteenth,1,[8]
672222,694750,1,59,9.0,0.479166666667,Sixteenth,1,[8]
672222,694750,1,52,9.0,0.479166666667,Sixteenth,1,[8]
695774,716766,1,61,9.5,0.479166666667,Sixteenth,1,"[8, 9]"
695774,716766,1,45,9.5,0.479166666667,Sixteenth,1,"[8, 9]"
695774,716766,1,69,9.5,0.479166666667,Sixteenth,1,"[8, 9]"
695774,716766,1,66,9.5,0.479166666667,Sixteenth,1,"[8, 9]"
695774,716766,1,57,9.5,0.479166666667,Sixteenth,1,"[8, 9]"
717789,761822,1,66,10.0,0.979166666667,Eighth,1,[9]
