start_time,end_time,instrument,note,start_beat,end_beat,note_value,Instrument Group
1502,152542,1,42,0.0,2.97916666667,Dotted Quarter,1
1502,152542,1,54,0.0,2.97916666667,Dotted Quarter,1
4062,155102,1,58,0.0729166666667,2.97916666667,Dotted Quarter,1
4062,155102,1,46,0.0729166666667,2.97916666667,Dotted Quarter,1
31198,122334,1,51,0.145833333333,1.95833333333,Quarter,1
31198,122334,1,63,0.145833333333,1.95833333333,Quarter,1
118750,162270,1,50,2.0,1.25,Dotted Eighth,1
118750,162270,1,62,2.0,1.25,Dotted Eighth,1
153566,267742,1,42,3.0,2.91666666667,Dotted Quarter,1
153566,266718,1,54,3.0,2.88541666667,Dotted Quarter,1
156126,267742,1,58,3.07291666667,2.84375,Dotted Quarter,1
156126,267742,1,46,3.07291666667,2.84375,Dotted Quarter,1
158174,239069,1,51,3.14583333333,1.95833333333,Quarter,1
158174,239069,1,63,3.14583333333,1.95833333333,Quarter,1
235486,268254,1,61,5.0,0.927083333333,Eighth,1
235486,268254,1,49,5.0,0.927083333333,Eighth,1
270814,382942,1,39,6.0,2.98958333333,Dotted Quarter,1
270814,382942,1,51,6.0,2.98958333333,Dotted Quarter,1
273374,385501,1,54,6.07291666667,2.98958333333,Dotted Quarter,1
273374,385501,1,42,6.07291666667,2.98958333333,Dotted Quarter,1
275422,351710,1,47,6.14583333333,1.95833333333,Quarter,1
275422,351710,1,59,6.14583333333,1.95833333333,Quarter,1
348126,392158,1,58,8.0,1.25,Dotted Eighth,1
348126,392158,1,46,8.0,1.25,Dotted Eighth,1
383454,490461,1,39,9.0,2.91666666667,Dotted Quarter,1
383454,490461,1,51,9.0,2.91666666667,Dotted Quarter,1
386014,490461,1,42,9.07291666667,2.84375,Dotted Quarter,1
386014,490461,1,54,9.07291666667,2.84375,Dotted Quarter,1
388062,459741,1,59,9.14583333333,1.95833333333,Quarter,1
388062,459741,1,47,9.14583333333,1.95833333333,Quarter,1
456158,489438,1,58,11.0,0.895833333333,Eighth,1
456158,489438,1,46,11.0,0.895833333333,Eighth,1
493534,609758,1,39,12.0,3.125,Dotted Quarter,1
493534,611806,1,51,12.0,3.1875,Dotted Quarter,1
496093,610270,1,54,12.0729166667,3.07291666667,Dotted Quarter,1
496093,610270,1,42,12.0729166667,3.07291666667,Dotted Quarter,1
498142,572382,1,44,12.1458333333,1.95833333333,Quarter,1
498142,572382,1,56,12.1458333333,1.95833333333,Quarter,1
568798,614366,1,45,14.0,1.25,Eighth,1
568798,614366,1,57,14.0,1.25,Eighth,1
604638,723422,1,50,15.0,2.91666666667,Dotted Quarter,1
604638,723422,1,38,15.0,2.91666666667,Dotted Quarter,1
610270,695262,1,58,15.1458333333,1.95833333333,Quarter,1
610270,695262,1,46,15.1458333333,1.95833333333,Quarter,1
691678,722398,1,53,17.0,0.895833333333,Eighth,1
691678,722398,1,41,17.0,0.895833333333,Eighth,1
726494,843742,1,39,18.0,3.26041666667,Dotted Quarter,1
726494,843742,1,51,18.0,3.26041666667,Dotted Quarter,1
729054,842206,1,54,18.0729166667,3.14583333333,Dotted Quarter,1
729054,842206,1,42,18.0729166667,3.14583333333,Dotted Quarter,1
731102,803294,1,56,18.1458333333,1.95833333333,Quarter,1
731102,803294,1,44,18.1458333333,1.95833333333,Quarter,1
799710,843742,1,57,20.0,1.25,Eighth,1
799710,843742,1,45,20.0,1.25,Eighth,1
835037,988126,1,34,21.0,2.79166666667,Dotted Quarter,1
837598,989662,1,38,21.0729166667,2.76041666667,Dotted Quarter,1
837598,989662,1,50,21.0729166667,2.76041666667,Dotted Quarter,1
839646,946654,1,46,21.1458333333,1.95833333333,Quarter,1
839646,946654,1,58,21.1458333333,1.95833333333,Quarter,1
943070,987614,1,41,23.0,0.770833333333,Dotted Sixteenth,1
943070,987614,1,53,23.0,0.770833333333,Dotted Sixteenth,1
995806,1051614,1,70,24.0,1.14583333333,Eighth,1
995806,1039838,1,27,24.0,0.802083333333,Dotted Sixteenth,1
995806,1045982,61,70,24.0,0.979166666667,Eighth,7
995806,1050590,41,78,24.0,1.10416666667,Eighth,3
995806,1051614,1,66,24.0,1.14583333333,Eighth,1
995806,1126366,1,58,24.0,3.13541666667,Dotted Quarter,1
1029598,1063390,1,39,24.5,0.979166666667,Eighth,1
1047006,1088478,1,65,25.0,1.14583333333,Eighth,1
1047006,1088478,1,68,25.0,1.14583333333,Eighth,1
1047006,1081822,61,65,25.0,0.979166666667,Eighth,7
1047006,1086430,41,74,25.0,1.10416666667,Eighth,3
1064414,1100766,1,51,25.5,0.979166666667,Eighth,1
1082846,1118174,41,75,26.0,0.90625,Eighth,3
1082846,1109982,61,66,26.0,0.666666666667,Triplet,7
1082846,1126366,1,63,26.0,1.14583333333,Eighth,1
1082846,1126366,1,66,26.0,1.14583333333,Eighth,1
1101790,1120734,1,39,26.5,0.479166666667,Sixteenth,1
1121758,1157598,61,68,27.0,0.979166666667,Eighth,7
1121758,1149918,1,27,27.0,0.802083333333,Dotted Sixteenth,1
1121758,1200094,1,62,27.0,2.125,Quarter,1
1121758,1200094,1,68,27.0,2.125,Quarter,1
1121758,1200094,1,65,27.0,2.125,Quarter,1
1121758,1199070,41,71,27.0,2.09375,Quarter,3
1139166,1177566,1,39,27.5,0.979166666667,Eighth,1
1158622,1194974,61,65,28.0,0.979166666667,Eighth,7
1178590,1213918,1,51,28.5,0.979166666667,Eighth,1
1195998,1235422,41,70,29.0,0.90625,Eighth,3
1195998,1227230,61,66,29.0,0.666666666667,Triplet,7
1195998,1235934,1,63,29.0,0.916666666667,Eighth,1
1195998,1235934,1,66,29.0,0.916666666667,Eighth,1
1214942,1236446,1,39,29.5,0.427083333333,Sixteenth,1
1239006,1266654,1,27,30.0,0.802083333333,Dotted Sixteenth,1
1239006,1273822,61,70,30.0,0.979166666667,Eighth,7
1239006,1278430,41,78,30.0,1.10416666667,Eighth,3
1239006,1279454,1,70,30.0,1.14583333333,Eighth,1
1239006,1279454,1,66,30.0,1.14583333333,Eighth,1
1239006,1355742,1,58,30.0,3.19791666667,Dotted Quarter,1
1256414,1291742,1,39,30.5,0.979166666667,Eighth,1
1274846,1314782,41,74,31.0,1.10416666667,Eighth,3
1274846,1310174,61,65,31.0,0.979166666667,Eighth,7
1274846,1316318,1,68,31.0,1.14583333333,Eighth,1
1274846,1316318,1,65,31.0,1.14583333333,Eighth,1
1292766,1328094,1,51,31.5,0.979166666667,Eighth,1
1311198,1345502,41,75,32.0,0.90625,Eighth,3
1311198,1336798,61,66,32.0,0.666666666667,Triplet,7
1311198,1353694,1,63,32.0,1.14583333333,Eighth,1
1311198,1353694,1,66,32.0,1.14583333333,Eighth,1
1329118,1348062,1,39,32.5,0.479166666667,Sixteenth,1
1349086,1461726,1,59,33.0,2.90625,Dotted Quarter,1
1349086,1376734,1,26,33.0,0.802083333333,Dotted Sixteenth,1
1349086,1428446,61,67,33.0,1.97916666667,Quarter,7
