start_time,end_time,instrument,note,start_beat,end_beat,note_value,Instrument Group
3038,97246,41,57,0.0,2.0,Half,3
3038,97246,43,45,0.0,2.0,Half,3
3038,97246,42,57,0.0,2.0,Half,3
97246,117726,43,49,2.0,0.9,Quarter,3
97246,117726,41,61,2.0,0.9,Quarter,3
97246,117726,42,61,2.0,0.9,Quarter,3
118750,139230,42,64,3.0,1.0,Quarter,3
118750,139230,43,52,3.0,1.0,Quarter,3
118750,139230,41,64,3.0,1.0,Quarter,3
139230,155102,42,62,4.0,0.8,Dotted Eighth,3
139230,155102,41,62,4.0,0.8,Dotted Eighth,3
139230,155102,43,50,4.0,0.8,Dotted Eighth,3
183774,224222,42,59,6.0,2.0,Half,3
183774,224222,41,59,6.0,2.0,Half,3
183774,224222,43,47,6.0,2.0,Half,3
224222,244701,42,62,8.0,0.9,Quarter,3
224222,244701,41,62,8.0,0.9,Quarter,3
224222,244701,43,50,8.0,0.9,Quarter,3
246749,266206,42,66,9.0,1.0,Quarter,3
246749,266206,41,66,9.0,1.0,Quarter,3
246749,266206,43,54,9.0,1.0,Quarter,3
266206,281566,42,64,10.0,0.8,Dotted Eighth,3
266206,281566,41,64,10.0,0.8,Dotted Eighth,3
266206,281566,43,52,10.0,0.8,Dotted Eighth,3
308702,370654,41,64,12.0,3.0,Dotted Half,3
308702,324574,41,76,12.0,0.8,Dotted Eighth,3
308702,370654,42,61,12.0,3.0,Dotted Half,3
328670,344030,41,76,13.0,0.8,Dotted Eighth,3
348126,366045,41,76,14.0,0.8,Dotted Eighth,3
370654,434654,42,62,15.0,3.0,Dotted Half,3
370654,391646,41,76,15.0,1.0,Quarter,3
370654,434654,41,66,15.0,3.0,Dotted Half,3
391646,403934,41,74,16.0,0.6,Eighth,3
407518,412125,41,73,16.75,0.2,Triplet Sixteenth,3
413150,430046,41,71,17.0,0.8,Dotted Eighth,3
434654,449502,41,74,18.0,0.8,Dotted Eighth,3
434654,496093,42,64,18.0,3.0,Dotted Half,3
434654,496093,41,68,18.0,3.0,Dotted Half,3
453598,468958,41,74,19.0,0.8,Dotted Eighth,3
473566,490974,41,74,20.0,0.8,Dotted Eighth,3
