start_time,end_time,instrument,note,start_beat,end_beat,note_value,Instrument Group
91102,167902,1,53,0.0,0.989583333333,Quarter,1
91102,123870,1,38,0.0,0.239583333333,Sixteenth,1
91102,167902,1,62,0.0,0.989583333333,Quarter,1
91102,167902,1,57,0.0,0.989583333333,Quarter,1
124382,138206,1,50,0.25,0.239583333333,Sixteenth,1
138718,154590,1,45,0.5,0.239583333333,Sixteenth,1
155102,167902,1,50,0.75,0.239583333333,Sixteenth,1
167902,181214,1,37,1.0,0.239583333333,Sixteenth,1
167902,223198,1,69,1.0,0.989583333333,Quarter,1
167902,223198,1,64,1.0,0.989583333333,Quarter,1
167902,223198,1,57,1.0,0.989583333333,Quarter,1
181725,196574,1,49,1.25,0.239583333333,Sixteenth,1
197086,208862,1,45,1.5,0.239583333333,Sixteenth,1
209374,223198,1,49,1.75,0.239583333333,Sixteenth,1
223198,237021,1,38,2.0,0.239583333333,Sixteenth,1
223198,251358,1,67,2.0,0.489583333333,Eighth,1
223198,277982,1,57,2.0,0.989583333333,Quarter,1
223198,277982,1,62,2.0,0.989583333333,Quarter,1
237534,251358,1,50,2.25,0.239583333333,Sixteenth,1
252381,263646,1,45,2.5,0.239583333333,Sixteenth,1
252381,269790,1,65,2.5,0.364583333333,Dotted Sixteenth,1
264158,277982,1,50,2.75,0.239583333333,Sixteenth,1
270302,277982,1,64,2.875,0.114583333333,Thirty Second,1
278494,291806,1,38,3.0,0.239583333333,Sixteenth,1
278494,306654,1,62,3.0,0.489583333333,Eighth,1
292318,306654,1,50,3.25,0.239583333333,Sixteenth,1
307678,332254,1,69,3.5,0.489583333333,Eighth,1
307678,318942,1,41,3.5,0.239583333333,Sixteenth,1
307678,332254,1,74,3.5,0.489583333333,Eighth,1
307678,332254,1,62,3.5,0.489583333333,Eighth,1
319454,332254,1,53,3.75,0.239583333333,Sixteenth,1
332766,358366,1,64,4.0,0.489583333333,Eighth,1
332766,358366,1,67,4.0,0.489583333333,Eighth,1
332766,358366,1,74,4.0,0.489583333333,Eighth,1
332766,346078,1,46,4.0,0.239583333333,Sixteenth,1
347102,358366,1,58,4.25,0.239583333333,Sixteenth,1
358878,387550,1,74,4.5,0.489583333333,Eighth,1
358878,387550,1,69,4.5,0.489583333333,Eighth,1
358878,387550,1,65,4.5,0.489583333333,Eighth,1
358878,372190,1,45,4.5,0.239583333333,Sixteenth,1
372702,387550,1,57,4.75,0.239583333333,Sixteenth,1
388062,412638,1,64,5.0,0.489583333333,Eighth,1
388062,412638,1,70,5.0,0.489583333333,Eighth,1
388062,412638,1,74,5.0,0.489583333333,Eighth,1
388062,399326,1,43,5.0,0.239583333333,Sixteenth,1
399838,412638,1,55,5.25,0.239583333333,Sixteenth,1
413150,428510,1,44,5.5,0.239583333333,Sixteenth,1
413150,442334,1,74,5.5,0.489583333333,Eighth,1
413150,442334,1,65,5.5,0.489583333333,Eighth,1
413150,442334,1,71,5.5,0.489583333333,Eighth,1
429022,442334,1,56,5.75,0.239583333333,Sixteenth,1
442845,454109,1,45,6.0,0.239583333333,Sixteenth,1
442845,523742,1,69,6.0,1.48958333333,Dotted Quarter,1
442845,496606,1,74,6.0,0.989583333333,Quarter,1
442845,496606,1,65,6.0,0.989583333333,Quarter,1
454622,468958,1,57,6.25,0.239583333333,Sixteenth,1
469469,482270,1,56,6.5,0.239583333333,Sixteenth,1
482782,496606,1,57,6.75,0.239583333333,Sixteenth,1
497118,523742,1,73,7.0,0.489583333333,Eighth,1
497118,523742,1,64,7.0,0.489583333333,Eighth,1
497118,509406,1,45,7.0,0.239583333333,Sixteenth,1
509918,523742,1,57,7.25,0.239583333333,Sixteenth,1
524254,536030,1,43,7.5,0.239583333333,Sixteenth,1
537054,550878,1,55,7.75,0.239583333333,Sixteenth,1
551390,604638,1,57,8.0,0.989583333333,Quarter,1
551390,563678,1,41,8.0,0.239583333333,Sixteenth,1
551390,604638,1,65,8.0,0.989583333333,Quarter,1
551390,604638,1,60,8.0,0.989583333333,Quarter,1
563678,576990,1,53,8.25,0.239583333333,Sixteenth,1
577502,589790,1,48,8.5,0.239583333333,Sixteenth,1
590302,604638,1,53,8.75,0.239583333333,Sixteenth,1
605150,620510,1,40,9.0,0.239583333333,Sixteenth,1
605150,657374,1,72,9.0,0.989583333333,Quarter,1
605150,657374,1,67,9.0,0.989583333333,Quarter,1
605150,657374,1,60,9.0,0.989583333333,Quarter,1
621022,633822,1,52,9.25,0.239583333333,Sixteenth,1
634334,644574,1,48,9.5,0.239583333333,Sixteenth,1
645086,657374,1,52,9.75,0.239583333333,Sixteenth,1
657374,735198,1,60,10.0,1.48958333333,Dotted Quarter,1
657374,735198,1,65,10.0,1.48958333333,Dotted Quarter,1
657374,682462,1,70,10.0,0.489583333333,Eighth,1
657374,670686,1,41,10.0,0.239583333333,Sixteenth,1
671198,682462,1,53,10.25,0.239583333333,Sixteenth,1
682462,696286,1,48,10.5,0.239583333333,Sixteenth,1
682462,702430,1,69,10.5,0.364583333333,Dotted Sixteenth,1
696286,709085,1,53,10.75,0.239583333333,Sixteenth,1
702430,709085,1,68,10.875,0.114583333333,Thirty Second,1
709598,720349,1,41,11.0,0.239583333333,Sixteenth,1
709598,735198,1,69,11.0,0.489583333333,Eighth,1
721374,735198,1,53,11.25,0.239583333333,Sixteenth,1
735710,761310,1,65,11.5,0.489583333333,Eighth,1
735710,761310,1,69,11.5,0.489583333333,Eighth,1
735710,749534,1,38,11.5,0.239583333333,Sixteenth,1
735710,761310,1,71,11.5,0.489583333333,Eighth,1
750046,761310,1,50,11.75,0.239583333333,Sixteenth,1
762333,813534,1,69,12.0,0.989583333333,Quarter,1
762333,813534,1,72,12.0,0.989583333333,Quarter,1
762333,773086,1,40,12.0,0.239583333333,Sixteenth,1
762333,813534,1,64,12.0,0.989583333333,Quarter,1
773597,785374,1,52,12.25,0.239583333333,Sixteenth,1
785886,799198,1,45,12.5,0.239583333333,Sixteenth,1
799710,813534,1,52,12.75,0.239583333333,Sixteenth,1
814046,826845,1,40,13.0,0.239583333333,Sixteenth,1
814046,868318,1,62,13.0,0.989583333333,Quarter,1
814046,868318,1,68,13.0,0.989583333333,Quarter,1
814046,868318,1,64,13.0,0.989583333333,Quarter,1
827870,839134,1,52,13.25,0.239583333333,Sixteenth,1
839646,852958,1,47,13.5,0.239583333333,Sixteenth,1
853982,868318,1,52,13.75,0.239583333333,Sixteenth,1
868829,883678,1,33,14.0,0.239583333333,Sixteenth,1
868829,896990,1,69,14.0,0.489583333333,Eighth,1
868829,896990,1,60,14.0,0.489583333333,Eighth,1
868829,896990,1,64,14.0,0.489583333333,Eighth,1
884190,896990,1,45,14.25,0.239583333333,Sixteenth,1
897502,912350,1,34,14.5,0.239583333333,Sixteenth,1
897502,925662,1,58,14.5,0.489583333333,Eighth,1
913373,925662,1,46,14.75,0.239583333333,Sixteenth,1
926174,938974,1,33,15.0,0.239583333333,Sixteenth,1
926174,953822,1,57,15.0,0.489583333333,Eighth,1
939486,953822,1,45,15.25,0.239583333333,Sixteenth,1
954846,968158,1,37,15.5,0.239583333333,Sixteenth,1
954846,984030,1,61,15.5,0.489583333333,Eighth,1
968670,984030,1,49,15.75,0.239583333333,Sixteenth,1
984542,998366,1,38,16.0,0.239583333333,Sixteenth,1
984542,1036254,1,57,16.0,0.989583333333,Quarter,1
984542,1036254,1,53,16.0,0.989583333333,Quarter,1
984542,1036254,1,62,16.0,0.989583333333,Quarter,1
998878,1010142,1,50,16.25,0.239583333333,Sixteenth,1
1010654,1022942,1,45,16.5,0.239583333333,Sixteenth,1
1023454,1036254,1,50,16.75,0.239583333333,Sixteenth,1
1036766,1090526,1,57,17.0,0.989583333333,Quarter,1
1036766,1090526,1,64,17.0,0.989583333333,Quarter,1
1036766,1090526,1,69,17.0,0.989583333333,Quarter,1
1036766,1046494,1,37,17.0,0.239583333333,Sixteenth,1
1047518,1061854,1,49,17.25,0.239583333333,Sixteenth,1
1062366,1076702,1,45,17.5,0.239583333333,Sixteenth,1
1077214,1090526,1,49,17.75,0.239583333333,Sixteenth,1
1091038,1145310,1,62,18.0,0.989583333333,Quarter,1
1091038,1145310,1,57,18.0,0.989583333333,Quarter,1
1091038,1101278,1,38,18.0,0.239583333333,Sixteenth,1
1091038,1116126,1,67,18.0,0.489583333333,Eighth,1
1101278,1116126,1,50,18.25,0.239583333333,Sixteenth,1
1116638,1129438,1,45,18.5,0.239583333333,Sixteenth,1
1116638,1137118,1,65,18.5,0.364583333333,Dotted Sixteenth,1
1129950,1145310,1,50,18.75,0.239583333333,Sixteenth,1
1137630,1145310,1,64,18.875,0.114583333333,Thirty Second,1
1146334,1169374,1,62,19.0,0.489583333333,Eighth,1
1146334,1160158,1,38,19.0,0.239583333333,Sixteenth,1
1160158,1169374,1,50,19.25,0.239583333333,Sixteenth,1
1169374,1181150,1,41,19.5,0.239583333333,Sixteenth,1
1169374,1195486,1,62,19.5,0.489583333333,Eighth,1
1169374,1195486,1,74,19.5,0.489583333333,Eighth,1
1169374,1195486,1,69,19.5,0.489583333333,Eighth,1
1181662,1195486,1,53,19.75,0.239583333333,Sixteenth,1
1195998,1221086,1,67,20.0,0.489583333333,Eighth,1
1195998,1221086,1,64,20.0,0.489583333333,Eighth,1
1195998,1208286,1,46,20.0,0.239583333333,Sixteenth,1
1195998,1221086,1,74,20.0,0.489583333333,Eighth,1
1208798,1221086,1,58,20.25,0.239583333333,Sixteenth,1
