start_time,end_time,instrument,note,start_beat,end_beat,note_value,Instrument Group
26078,45022,74,69,0.0,0.5,Eighth,9
45022,61406,74,71,0.5,0.5,Eighth,9
61406,79326,74,72,1.0,0.5,Eighth,9
79326,94173,74,76,1.5,0.5,Eighth,9
94173,112094,74,68,2.0,0.5,Eighth,9
112094,128990,74,69,2.5,0.5,Eighth,9
128990,189918,74,65,3.0,2.0,Half,9
189918,207326,74,64,5.0,0.5,Eighth,9
207326,223709,74,66,5.5,0.5,Eighth,9
223709,239582,74,68,6.0,0.5,Eighth,9
239582,252894,74,69,6.5,0.5,Eighth,9
252894,267742,74,71,7.0,0.5,Eighth,9
267742,284126,74,74,7.5,0.5,Eighth,9
284126,297950,74,77,8.0,0.5,Eighth,9
297950,316382,74,76,8.5,0.5,Eighth,9
316382,331230,74,74,9.0,0.5,Eighth,9
331230,344030,74,71,9.5,0.5,Eighth,9
344030,360926,74,72,10.0,0.5,Eighth,9
360926,380894,74,69,10.5,0.5,Eighth,9
380894,419806,74,71,11.0,1.0,Quarter,9
419806,455134,74,69,12.0,0.5,Eighth,9
455134,473054,74,71,12.5,0.5,Eighth,9
473054,487390,74,72,13.0,0.5,Eighth,9
487390,506334,74,76,13.5,0.5,Eighth,9
506334,522718,74,68,14.0,0.5,Eighth,9
522718,540126,74,69,14.5,0.5,Eighth,9
540126,572894,74,77,15.0,1.0,Quarter,9
572894,603102,74,76,16.0,1.0,Quarter,9
603102,644574,74,74,17.0,1.0,Quarter,9
644574,662494,74,67,18.0,0.5,Eighth,9
662494,680414,74,69,18.5,0.5,Eighth,9
680414,694750,74,71,19.0,0.5,Eighth,9
694750,710110,74,74,19.5,0.5,Eighth,9
710110,724958,74,66,20.0,0.5,Eighth,9
724958,742366,74,67,20.5,0.5,Eighth,9
742366,782302,74,76,21.0,1.0,Quarter,9
782302,821213,74,74,22.0,1.0,Quarter,9
821213,858078,74,72,23.0,0.5,Eighth,9
858078,878558,74,76,23.5,0.5,Eighth,9
878558,893917,74,79,24.0,0.5,Eighth,9
893917,909278,74,76,24.5,0.5,Eighth,9
909278,921566,74,74,25.0,0.5,Eighth,9
921566,939998,74,72,25.5,0.5,Eighth,9
939998,954846,74,71,26.0,0.5,Eighth,9
954846,970206,74,72,26.5,0.5,Eighth,9
970206,1016286,74,67,27.0,1.5,Dotted Quarter,9
1016286,1025501,74,69,28.5,0.25,Sixteenth,9
1025501,1035230,74,71,28.75,0.25,Sixteenth,9
1035230,1043422,74,72,29.0,0.25,Sixteenth,9
1043422,1053150,74,74,29.25,0.25,Sixteenth,9
1053150,1064414,74,76,29.5,0.25,Sixteenth,9
1064414,1077726,74,77,29.75,0.25,Sixteenth,9
1077726,1096670,74,79,30.0,0.25,Sixteenth,9
1096670,1107934,74,77,30.25,0.25,Sixteenth,9
1107934,1117150,74,76,30.5,0.25,Sixteenth,9
1117150,1125342,74,79,30.75,0.25,Sixteenth,9
1125342,1136094,74,77,31.0,0.25,Sixteenth,9
1136094,1145310,74,76,31.25,0.25,Sixteenth,9
1145310,1152478,74,74,31.5,0.25,Sixteenth,9
1152478,1163230,74,77,31.75,0.25,Sixteenth,9
1163230,1175518,74,76,32.0,0.25,Sixteenth,9
1175518,1188318,74,74,32.25,0.25,Sixteenth,9
1188318,1198046,74,72,32.5,0.25,Sixteenth,9
1198046,1209822,74,76,32.75,0.25,Sixteenth,9
1209822,1277918,74,69,33.0,1.5,Dotted Quarter,9
1277918,1287646,74,71,34.5,0.25,Sixteenth,9
1287646,1303006,74,72,34.75,0.25,Sixteenth,9
1303006,1315294,74,74,35.0,0.25,Sixteenth,9
1315294,1325534,74,76,35.25,0.25,Sixteenth,9
1325534,1334750,74,77,35.5,0.25,Sixteenth,9
1334750,1346014,74,79,35.75,0.25,Sixteenth,9
1346014,1358302,74,81,36.0,0.25,Sixteenth,9
1358302,1368030,74,79,36.25,0.25,Sixteenth,9
1368030,1379294,74,77,36.5,0.25,Sixteenth,9
1379294,1389022,74,81,36.75,0.25,Sixteenth,9
1389022,1402334,74,79,37.0,0.25,Sixteenth,9
1402334,1412062,74,77,37.25,0.25,Sixteenth,9
1412062,1423326,74,76,37.5,0.25,Sixteenth,9
1423326,1433054,74,79,37.75,0.25,Sixteenth,9
1433054,1443294,74,77,38.0,0.25,Sixteenth,9
1443294,1454046,74,76,38.25,0.25,Sixteenth,9
1454046,1463261,74,74,38.5,0.25,Sixteenth,9
