start_time,end_time,instrument,note,start_beat,end_beat,note_value,Instrument Group
1502,55262,1,65,0.5,0.5,Eighth,1
55262,71646,1,67,1.0,0.5,Eighth,1
71646,88030,1,65,1.5,0.5,Eighth,1
88030,105438,1,70,2.0,0.5,Eighth,1
105438,125406,1,62,2.5,0.5,Eighth,1
125406,142302,1,60,3.0,0.5,Eighth,1
142302,149982,1,69,3.5,0.25,Sixteenth,1
149982,158174,1,67,3.75,0.25,Sixteenth,1
158174,166878,1,70,4.0,0.25,Sixteenth,1
166878,174558,1,69,4.25,0.25,Sixteenth,1
174558,184286,1,67,4.5,0.25,Sixteenth,1
184286,192478,1,65,4.75,0.25,Sixteenth,1
192478,210910,1,72,5.0,0.5,Eighth,1
210910,227806,1,63,5.5,0.5,Eighth,1
227806,247262,1,62,6.0,0.5,Eighth,1
247262,256990,1,70,6.5,0.25,Sixteenth,1
256990,264158,1,72,6.75,0.25,Sixteenth,1
264158,272350,1,69,7.0,0.25,Sixteenth,1
272350,280030,1,70,7.25,0.25,Sixteenth,1
280030,286686,1,72,7.5,0.25,Sixteenth,1
286686,293854,1,74,7.75,0.25,Sixteenth,1
293854,301534,1,75,8.0,0.25,Sixteenth,1
301534,310238,1,74,8.25,0.25,Sixteenth,1
310238,317918,1,72,8.5,0.25,Sixteenth,1
317918,325598,1,75,8.75,0.25,Sixteenth,1
325598,332254,1,74,9.0,0.25,Sixteenth,1
332254,339934,1,72,9.25,0.25,Sixteenth,1
339934,347614,1,70,9.5,0.25,Sixteenth,1
347614,357854,1,72,9.75,0.25,Sixteenth,1
357854,365534,1,69,10.0,0.25,Sixteenth,1
365534,373726,1,70,10.25,0.25,Sixteenth,1
373726,380894,1,72,10.5,0.25,Sixteenth,1
380894,388062,1,74,10.75,0.25,Sixteenth,1
388062,395230,1,75,11.0,0.25,Sixteenth,1
395230,403422,1,74,11.25,0.25,Sixteenth,1
403422,413150,1,72,11.5,0.25,Sixteenth,1
413150,422366,1,75,11.75,0.25,Sixteenth,1
422366,447966,1,74,12.0,0.75,Dotted Eighth,1
440286,457182,1,58,12.5,0.5,Eighth,1
447966,457182,1,72,12.75,0.25,Sixteenth,1
457182,466398,1,70,13.0,0.25,Sixteenth,1
457182,474078,1,62,13.0,0.5,Eighth,1
466398,474078,1,69,13.25,0.25,Sixteenth,1
474078,488926,1,58,13.5,0.5,Eighth,1
474078,481246,1,70,13.5,0.25,Sixteenth,1
481246,488926,1,72,13.75,0.25,Sixteenth,1
488926,506334,1,74,14.0,0.5,Eighth,1
488926,506334,1,65,14.0,0.5,Eighth,1
506334,525790,1,57,14.5,0.5,Eighth,1
506334,542174,1,77,14.5,1.0,Quarter,1
525790,542174,1,55,15.0,0.5,Eighth,1
542174,550878,1,64,15.5,0.25,Sixteenth,1
542174,560606,1,70,15.5,0.5,Eighth,1
550878,560606,1,62,15.75,0.25,Sixteenth,1
560606,574942,1,69,16.0,0.5,Eighth,1
560606,569310,1,65,16.0,0.25,Sixteenth,1
569310,574942,1,64,16.25,0.25,Sixteenth,1
574942,582622,1,62,16.5,0.25,Sixteenth,1
574942,591326,1,70,16.5,0.5,Eighth,1
582622,591326,1,60,16.75,0.25,Sixteenth,1
591326,610270,1,76,17.0,0.5,Eighth,1
591326,610270,1,67,17.0,0.5,Eighth,1
610270,628190,1,58,17.5,0.5,Eighth,1
610270,644574,1,79,17.5,1.0,Quarter,1
628190,644574,1,57,18.0,0.5,Eighth,1
644574,652254,1,65,18.5,0.25,Sixteenth,1
644574,652254,1,69,18.5,0.25,Sixteenth,1
652254,661470,1,67,18.75,0.25,Sixteenth,1
652254,661470,1,70,18.75,0.25,Sixteenth,1
661470,679390,1,72,19.0,0.5,Eighth,1
661470,670686,1,64,19.0,0.25,Sixteenth,1
670686,679390,1,65,19.25,0.25,Sixteenth,1
679390,685534,1,67,19.5,0.25,Sixteenth,1
679390,693214,1,72,19.5,0.5,Eighth,1
685534,693214,1,69,19.75,0.25,Sixteenth,1
693214,709085,1,72,20.0,0.5,Eighth,1
693214,700894,1,70,20.0,0.25,Sixteenth,1
700894,709085,1,69,20.25,0.25,Sixteenth,1
709085,724958,1,72,20.5,0.5,Eighth,1
709085,718302,1,67,20.5,0.25,Sixteenth,1
718302,724958,1,70,20.75,0.25,Sixteenth,1
724958,733150,1,69,21.0,0.25,Sixteenth,1
724958,733150,1,72,21.0,0.25,Sixteenth,1
733150,741854,1,67,21.25,0.25,Sixteenth,1
733150,741854,1,70,21.25,0.25,Sixteenth,1
741854,750558,1,65,21.5,0.25,Sixteenth,1
741854,750558,1,69,21.5,0.25,Sixteenth,1
750558,758750,1,70,21.75,0.25,Sixteenth,1
750558,758750,1,67,21.75,0.25,Sixteenth,1
758750,773597,1,72,22.0,0.5,Eighth,1
758750,766430,1,64,22.0,0.25,Sixteenth,1
766430,773597,1,65,22.25,0.25,Sixteenth,1
773597,788446,1,72,22.5,0.5,Eighth,1
773597,781278,1,67,22.5,0.25,Sixteenth,1
