start_time,end_time,instrument,note,start_beat,end_beat,note_value,Instrument Group
1502,34782,1,69,1.5,0.979166666667,Eighth,1
25566,39390,1,77,2.0,0.979166666667,Eighth,1
34782,46557,1,76,2.5,0.979166666667,Eighth,1
39902,51678,1,74,3.0,0.979166666667,Eighth,1
39902,51678,1,50,3.0,0.979166666667,Eighth,1
47070,73182,1,57,3.5,2.47916666667,Tied Quarter-Sixteenth,1
51678,59870,1,62,4.0,0.979166666667,Eighth,1
55774,66014,1,65,4.5,0.979166666667,Eighth,1
55774,66014,1,69,4.5,0.979166666667,Eighth,1
59870,73182,1,77,5.0,0.979166666667,Eighth,1
66014,78302,1,76,5.5,0.979166666667,Eighth,1
73694,82398,1,50,6.0,0.979166666667,Eighth,1
73694,82398,1,74,6.0,0.979166666667,Eighth,1
78814,104414,1,57,6.5,2.47916666667,Tied Quarter-Sixteenth,1
82910,95198,1,62,7.0,0.979166666667,Eighth,1
89054,98782,1,69,7.5,0.979166666667,Eighth,1
89054,98782,1,65,7.5,0.979166666667,Eighth,1
95710,104414,1,77,8.0,0.979166666667,Eighth,1
99294,109534,1,76,8.5,0.979166666667,Eighth,1
104414,115678,1,50,9.0,0.979166666667,Eighth,1
104414,115678,1,74,9.0,0.979166666667,Eighth,1
109534,135134,1,57,9.5,2.47916666667,Tied Quarter-Sixteenth,1
115678,127454,1,62,10.0,0.979166666667,Eighth,1
122334,130526,1,65,10.5,0.979166666667,Eighth,1
122334,130526,1,69,10.5,0.979166666667,Eighth,1
127966,135134,1,77,11.0,0.979166666667,Eighth,1
131038,141790,1,74,11.5,0.979166666667,Eighth,1
135646,145374,1,45,12.0,0.979166666667,Eighth,1
135646,145374,1,76,12.0,0.979166666667,Eighth,1
141790,171998,1,57,12.5,2.47916666667,Tied Quarter-Sixteenth,1
145886,158174,1,61,13.0,0.979166666667,Eighth,1
152030,164830,1,69,13.5,0.979166666667,Eighth,1
152030,164830,1,64,13.5,0.979166666667,Eighth,1
158174,171998,1,79,14.0,0.979166666667,Eighth,1
164830,175070,1,77,14.5,0.979166666667,Eighth,1
171998,181725,1,45,15.0,0.979166666667,Eighth,1
171998,181725,1,76,15.0,0.979166666667,Eighth,1
175582,200669,1,57,15.5,2.47916666667,Tied Quarter-Sixteenth,1
182238,191454,1,61,16.0,0.979166666667,Eighth,1
188382,196574,1,69,16.5,0.979166666667,Eighth,1
188382,196574,1,64,16.5,0.979166666667,Eighth,1
191454,200669,1,79,17.0,0.979166666667,Eighth,1
196574,206814,1,77,17.5,0.979166666667,Eighth,1
200669,212958,1,76,18.0,0.979166666667,Eighth,1
200669,212958,1,45,18.0,0.979166666667,Eighth,1
206814,238558,1,57,18.5,2.47916666667,Tied Quarter-Sixteenth,1
212958,224222,1,61,19.0,0.979166666667,Eighth,1
219102,230878,1,64,19.5,0.979166666667,Eighth,1
219102,230878,1,69,19.5,0.979166666667,Eighth,1
224734,238558,1,79,20.0,0.979166666667,Eighth,1
231389,244190,1,77,20.5,0.979166666667,Eighth,1
238558,249310,1,76,21.0,0.979166666667,Eighth,1
238558,249310,1,45,21.0,0.979166666667,Eighth,1
244701,268254,1,57,21.5,2.47916666667,Tied Quarter-Sixteenth,1
249822,256990,1,61,22.0,0.979166666667,Eighth,1
253406,261598,1,64,22.5,0.979166666667,Eighth,1
253406,261598,1,69,22.5,0.979166666667,Eighth,1
256990,268254,1,79,23.0,0.979166666667,Eighth,1
261598,273374,1,76,23.5,0.979166666667,Eighth,1
268254,278494,1,50,24.0,0.979166666667,Eighth,1
268254,278494,1,77,24.0,0.979166666667,Eighth,1
273886,301534,1,57,24.5,2.47916666667,Tied Quarter-Sixteenth,1
279006,290270,1,62,25.0,0.979166666667,Eighth,1
285662,294878,1,65,25.5,0.979166666667,Eighth,1
285662,294878,1,74,25.5,0.979166666667,Eighth,1
290270,301534,1,81,26.0,0.979166666667,Eighth,1
