start_time,end_time,instrument,note,start_beat,end_beat,note_value,Instrument Group
78302,101342,41,71,0.0,0.979166666667,Eighth,3
101854,110046,41,74,1.0,0.979166666667,Eighth,3
110046,117214,41,78,2.0,0.979166666667,Eighth,3
117214,128478,41,79,3.0,0.979166666667,Eighth,3
128990,135646,41,76,4.0,0.979166666667,Eighth,3
135646,141278,41,74,5.0,0.979166666667,Eighth,3
141790,146910,41,73,6.0,0.979166666667,Eighth,3
146910,156126,41,81,7.0,0.979166666667,Eighth,3
156638,164830,41,79,8.0,0.979166666667,Eighth,3
164830,171486,41,78,9.0,0.979166666667,Eighth,3
171486,181725,41,74,10.0,0.979166666667,Eighth,3
181725,186334,41,73,11.0,0.979166666667,Eighth,3
186846,195037,41,74,12.0,0.979166666667,Eighth,3
195037,198110,41,69,13.0,0.979166666667,Eighth,3
198110,208862,41,66,14.0,0.979166666667,Eighth,3
208862,220638,41,62,15.0,0.979166666667,Eighth,3
220638,226782,41,74,16.0,0.979166666667,Eighth,3
226782,235486,41,73,17.0,0.979166666667,Eighth,3
235486,244190,41,71,18.0,0.979166666667,Eighth,3
244701,251870,41,67,19.0,0.979166666667,Eighth,3
252381,258013,41,66,20.0,0.979166666667,Eighth,3
258013,268766,41,64,21.0,0.979166666667,Eighth,3
269278,271838,41,76,22.0,0.979166666667,Eighth,3
271838,281054,41,74,23.0,0.979166666667,Eighth,3
281054,286686,41,65,24.0,0.979166666667,Eighth,3
286686,293854,41,73,25.0,0.979166666667,Eighth,3
293854,303582,41,71,26.0,0.979166666667,Eighth,3
303582,311262,41,70,27.0,0.979166666667,Eighth,3
311262,319966,41,78,28.0,0.979166666667,Eighth,3
319966,325086,41,73,29.0,0.979166666667,Eighth,3
325598,335326,41,70,30.0,0.979166666667,Eighth,3
335838,344030,41,67,31.0,0.979166666667,Eighth,3
344030,350686,41,66,32.0,0.979166666667,Eighth,3
351198,357854,41,64,33.0,0.979166666667,Eighth,3
357854,364509,41,62,34.0,0.979166666667,Eighth,3
364509,374238,41,61,35.0,0.979166666667,Eighth,3
374238,380382,41,62,36.0,0.979166666667,Eighth,3
380894,388062,41,66,37.0,0.979166666667,Eighth,3
388062,396254,41,71,38.0,0.979166666667,Eighth,3
396765,403934,41,61,39.0,0.979166666667,Eighth,3
404446,412125,41,71,40.0,0.979166666667,Eighth,3
412125,416734,41,69,41.0,0.979166666667,Eighth,3
417246,427998,41,59,42.0,0.979166666667,Eighth,3
427998,434142,41,69,43.0,0.979166666667,Eighth,3
434142,440798,41,67,44.0,0.979166666667,Eighth,3
441310,448990,41,57,45.0,0.979166666667,Eighth,3
448990,455646,41,61,46.0,0.979166666667,Eighth,3
455646,464350,41,64,47.0,0.979166666667,Eighth,3
464350,472030,41,67,48.0,0.979166666667,Eighth,3
472030,476126,41,73,49.0,0.979166666667,Eighth,3
476126,484318,41,76,50.0,0.979166666667,Eighth,3
484829,494557,41,70,51.0,0.979166666667,Eighth,3
494557,503262,41,78,52.0,0.979166666667,Eighth,3
503774,511966,41,76,53.0,0.979166666667,Eighth,3
511966,516062,41,74,54.0,0.979166666667,Eighth,3
516062,524766,41,71,55.0,0.979166666667,Eighth,3
525278,529886,41,69,56.0,0.979166666667,Eighth,3
529886,537566,41,67,57.0,0.979166666667,Eighth,3
538078,545246,41,76,58.0,0.979166666667,Eighth,3
545246,553438,41,74,59.0,0.979166666667,Eighth,3
553438,557534,41,73,60.0,0.979166666667,Eighth,3
557534,568286,41,70,61.0,0.979166666667,Eighth,3
568798,575454,41,71,62.0,0.979166666667,Eighth,3
575454,583134,41,66,63.0,0.979166666667,Eighth,3
583134,590814,41,70,64.0,0.979166666667,Eighth,3
590814,596958,41,73,65.0,0.979166666667,Eighth,3
596958,607710,41,78,66.0,0.979166666667,Eighth,3
608222,617950,41,79,67.0,0.979166666667,Eighth,3
617950,626654,41,78,68.0,0.979166666667,Eighth,3
627166,629726,41,76,69.0,0.979166666667,Eighth,3
629726,638942,41,74,70.0,0.979166666667,Eighth,3
638942,642526,41,73,71.0,0.979166666667,Eighth,3
642526,653790,41,71,72.0,0.979166666667,Eighth,3
653790,662494,41,74,73.0,0.979166666667,Eighth,3
662494,668126,41,78,74.0,0.979166666667,Eighth,3
668126,678878,41,79,75.0,0.979166666667,Eighth,3
679390,686046,41,76,76.0,0.979166666667,Eighth,3
686046,688094,41,74,77.0,0.979166666667,Eighth,3
688094,695774,41,73,78.0,0.979166666667,Eighth,3
696286,704478,41,81,79.0,0.979166666667,Eighth,3
704990,713694,41,79,80.0,0.979166666667,Eighth,3
713694,724958,41,78,81.0,0.979166666667,Eighth,3
725470,731102,41,74,82.0,0.979166666667,Eighth,3
731102,734174,41,73,83.0,0.979166666667,Eighth,3
734174,744414,41,74,84.0,0.979166666667,Eighth,3
744926,751582,41,69,85.0,0.979166666667,Eighth,3
751582,757214,41,66,86.0,0.979166666667,Eighth,3
757726,765918,41,62,87.0,0.979166666667,Eighth,3
766430,776670,41,74,88.0,0.979166666667,Eighth,3
776670,781790,41,73,89.0,0.979166666667,Eighth,3
781790,790493,41,71,90.0,0.979166666667,Eighth,3
791006,798174,41,67,91.0,0.979166666667,Eighth,3
798174,803806,41,66,92.0,0.979166666667,Eighth,3
804317,814046,41,64,93.0,0.979166666667,Eighth,3
814046,821726,41,76,94.0,0.979166666667,Eighth,3
821726,829918,41,74,95.0,0.979166666667,Eighth,3
830430,836574,41,65,96.0,0.979166666667,Eighth,3
836574,844254,41,73,97.0,0.979166666667,Eighth,3
844254,851933,41,71,98.0,0.979166666667,Eighth,3
851933,860638,41,70,99.0,0.979166666667,Eighth,3
860638,868829,41,78,100.0,0.979166666667,Eighth,3
869342,873438,41,73,101.0,0.979166666667,Eighth,3
873438,884190,41,70,102.0,0.979166666667,Eighth,3
884190,888798,41,67,103.0,0.979166666667,Eighth,3
888798,898526,41,66,104.0,0.979166666667,Eighth,3
898526,905181,41,64,105.0,0.979166666667,Eighth,3
905181,913373,41,62,106.0,0.979166666667,Eighth,3
913373,918494,41,61,107.0,0.979166666667,Eighth,3
918494,927198,41,62,108.0,0.979166666667,Eighth,3
927710,936414,41,66,109.0,0.979166666667,Eighth,3
936414,943070,41,71,110.0,0.979166666667,Eighth,3
943582,950238,41,61,111.0,0.979166666667,Eighth,3
950750,957406,41,71,112.0,0.979166666667,Eighth,3
957406,962526,41,69,113.0,0.979166666667,Eighth,3
963038,967134,41,59,114.0,0.979166666667,Eighth,3
967646,979422,41,69,115.0,0.979166666667,Eighth,3
979422,986077,41,67,116.0,0.979166666667,Eighth,3
986590,994782,41,57,117.0,0.979166666667,Eighth,3
994782,1002462,41,61,118.0,0.979166666667,Eighth,3
1002462,1010654,41,64,119.0,0.979166666667,Eighth,3
1011165,1018846,41,67,120.0,0.979166666667,Eighth,3
1018846,1021406,41,73,121.0,0.979166666667,Eighth,3
1021918,1029598,41,76,122.0,0.979166666667,Eighth,3
1030110,1039838,41,70,123.0,0.979166666667,Eighth,3
1039838,1052126,41,78,124.0,0.979166666667,Eighth,3
1052638,1058782,41,76,125.0,0.979166666667,Eighth,3
1058782,1059806,41,74,126.0,0.979166666667,Eighth,3
1059806,1069022,41,71,127.0,0.979166666667,Eighth,3
1069534,1077726,41,69,128.0,0.979166666667,Eighth,3
1077726,1084894,41,67,129.0,0.979166666667,Eighth,3
1084894,1092574,41,76,130.0,0.979166666667,Eighth,3
1093086,1103838,41,74,131.0,0.979166666667,Eighth,3
1103838,1104862,41,73,132.0,0.979166666667,Eighth,3
1105374,1113566,41,70,133.0,0.979166666667,Eighth,3
1114078,1123806,41,71,134.0,0.979166666667,Eighth,3
1123806,1133534,41,78,135.0,0.979166666667,Eighth,3
1133534,1139678,41,73,136.0,0.979166666667,Eighth,3
1139678,1156574,41,70,137.0,0.979166666667,Eighth,3
1157086,1220062,41,66,138.0,5.97916666667,Dotted Half,3
1220574,1235934,41,66,144.0,0.979166666667,Eighth,3
1235934,1246686,41,73,145.0,0.979166666667,Eighth,3
1247198,1253342,41,82,146.0,0.979166666667,Eighth,3
1253342,1262558,41,82,147.0,0.979166666667,Eighth,3
1262558,1268190,41,73,148.0,0.979166666667,Eighth,3
