Coefficients,1,2,3,4,5,6,7,8,9,10,11,12,Instruments
-578.0007,4.6756563,4.264539,3.7065923,3.1523566,2.744528,2.5754695,2.6602101,2.9330387,3.2686472,3.5213237,3.570119,3.356391,0
-566.3185,19.092419,13.618967,7.8421416,4.2442837,3.448659,4.425724,5.805998,6.925935,7.7857103,8.330111,8.070079,6.5123444,0
-546.1105,40.808815,22.164886,8.486839,4.6116114,6.445373,8.143927,6.831067,4.9526386,5.923088,8.47783,9.860088,9.4584255,0
-530.0989,56.03489,25.561905,8.402601,6.8172626,10.291899,11.379305,7.145978,2.7278605,4.7219253,9.175034,10.200886,9.772258,0
-520.50885,64.133575,27.137869,10.468877,9.730533,12.173117,13.001625,7.9461937,2.4786158,4.500392,8.750311,9.394365,9.446278,0
-516.22845,67.073456,28.069536,13.922347,12.822784,12.339205,12.334438,8.110933,3.2468894,4.949903,8.167746,7.8157687,8.246822,0
-514.1166,66.30525,26.699234,17.617748,15.013486,10.473173,10.65399,7.734265,4.3137827,5.861457,6.993671,6.590452,7.8319454,0
-511.59045,64.79564,22.992897,17.462124,13.395725,8.378216,10.566994,8.764067,6.840885,6.659563,4.7567396,5.4150777,7.610527,0
-508.6354,63.265076,19.151243,14.944912,9.54933,7.0467167,11.407579,11.15032,10.86949,8.006811,3.9940004,5.6015654,7.994057,0
-506.15002,62.61508,17.23615,13.515425,7.3237867,6.083516,11.317139,12.953125,13.61174,10.219206,5.101163,6.487111,10.463776,0
-502.75003,64.62992,18.130825,13.638056,7.1563396,4.9715977,9.152327,11.3662405,13.119983,12.363515,6.870643,6.4107885,12.706955,0
-498.5615,66.81276,18.458996,13.042996,8.069505,6.0623827,6.785068,8.518967,9.820801,11.513625,8.010946,6.880718,14.175668,0
-494.85925,67.479996,16.868504,12.142269,9.615813,8.111419,5.7347155,6.728927,6.622632,7.6085653,7.931078,8.154738,13.44062,0
-492.9426,67.182785,14.897213,11.23119,10.819384,8.796165,6.1495667,6.8283453,5.5695014,3.90685,6.165752,8.497339,10.788523,3
-492.29727,66.14766,13.651115,11.487754,11.098293,8.44681,7.976688,7.718631,5.9681034,2.829454,4.5838947,7.882059,9.067329,3
-490.12442,65.490654,15.126247,14.073532,10.445858,9.363897,9.539891,8.95299,6.530713,4.2689366,5.176506,7.842211,9.512212,3
-487.18896,66.17836,19.306164,17.290506,10.07453,12.233301,10.7577095,9.832118,5.803899,4.5469484,5.335964,7.3259306,8.945255,3
