Coefficients,1,2,3,4,5,6,7,8,9,10,11,12,Instruments
-455.4785,4.887178,4.845542,4.7767906,4.68188,4.5621204,4.419157,4.2549396,4.071688,3.8718486,3.6580625,3.4331055,3.1998467,0
-447.92673,15.350845,14.68261,13.640295,12.321475,10.845003,9.336297,7.912199,6.667472,5.6647363,4.9290743,4.4479117,4.175956,0
-442.21146,23.141018,21.659512,19.437218,16.741783,13.835064,10.972326,8.414404,6.3972425,5.0590906,4.3864346,4.233453,4.4013515,0
-438.44095,27.812191,24.927307,21.588337,18.407124,15.186653,11.687499,8.209325,5.4685326,4.0368567,3.844654,4.2479296,4.6614113,0
-436.7717,29.590324,25.630653,21.583736,17.94934,14.388021,11.148842,8.478143,6.1255455,4.3065815,3.6895642,4.0206747,4.319576,0
-436.53195,29.90963,25.772852,21.265158,17.062302,13.231899,10.336401,8.558884,7.086378,5.365653,3.8622437,3.1064632,3.133338,0
-435.40918,31.21716,26.32399,21.013075,16.510305,12.8025255,9.974461,8.351439,7.5304794,6.3669667,4.3100185,2.296596,1.8707283,0
-434.73825,31.854181,26.40736,20.804863,16.29586,12.708487,9.917029,8.075873,7.056365,6.0721645,4.359804,2.5248432,2.121791,0
-434.1105,32.428074,26.556816,20.895477,16.136713,11.843796,8.822279,7.4794936,6.4922843,5.032901,3.9089227,3.4886093,3.1633875,0
-433.71536,32.905235,26.910492,20.96722,15.415015,10.308141,7.4663677,7.0458794,6.44862,4.752972,3.831296,4.032523,3.6310408,0
-433.8999,32.596695,26.393675,20.078808,14.259708,9.300811,6.997151,7.159465,6.864769,5.1212063,3.9970384,4.178453,4.111884,0
-434.7825,31.542936,25.44569,18.840942,13.071547,8.81557,6.9483356,6.7997556,6.263835,4.8664227,4.157039,4.6471767,5.2288995,0
-435.90482,30.144484,24.355072,18.102903,13.132265,9.793589,7.875333,6.66994,5.318864,3.957908,3.6444697,4.6968575,6.073724,1
-437.04288,28.879683,23.834415,18.349594,14.082812,11.089609,8.7121,6.571018,4.7733297,3.719027,3.8056107,4.900565,6.0268273,1
-437.07083,28.574043,23.197834,17.92295,14.256073,11.693239,9.276295,6.9118233,5.311542,4.7768974,4.7512994,4.8275394,5.05203,1
-436.87558,28.650059,22.92065,17.52785,14.044892,11.806292,9.779163,7.885627,6.688073,6.101307,5.3632164,4.5016656,4.3248425,1
-436.9529,28.768394,23.413101,18.09042,14.317657,11.715334,9.6513405,8.063178,6.9823394,6.2016,5.5689297,5.253256,5.5227985,1
-437.60797,28.431217,24.320335,19.864624,16.035019,12.738613,9.905385,7.720004,6.2400365,5.410775,5.237987,5.7001715,6.633066,1
-437.70377,28.756897,25.54665,21.555944,17.472279,13.627368,10.320631,7.707718,5.86336,4.935905,4.91248,5.5427065,6.6118317,1
