Coefficients,1,2,3,4,5,6,7,8,9,10,11,12,Instruments
-569.08777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-568.01465,1.5166631,1.5137529,1.5089086,1.5021468,1.4934852,1.482949,1.4705644,1.456362,1.440398,1.4226992,1.4033175,1.382308,0
-565.9221,4.4659467,4.433222,4.3791885,4.3046207,4.2105494,4.0983014,3.9694161,3.8256612,3.6689727,3.501432,3.3252158,3.1425755,0
-563.0232,8.518404,8.34617,8.066602,7.690503,7.232129,6.7084494,6.1381874,5.5408726,4.9357615,4.341008,3.7727017,3.2442322,3
-560.6085,11.863382,11.486818,10.884569,10.092434,9.15625,8.128145,7.062336,6.010918,5.020011,4.1266055,3.356391,2.7226949,3
-556.9045,16.840508,15.720263,14.003468,11.890251,9.615086,7.4113274,5.4779234,3.9536936,2.903047,2.3145986,2.1119275,2.1735969,3
-554.4312,20.04578,18.122383,15.292353,12.022114,8.800547,6.034379,3.975615,2.6967478,2.1131334,2.038293,2.249887,2.5457902,3
-554.9782,19.333183,17.578297,14.985729,11.971277,8.976416,6.376419,4.41385,3.1715004,2.5861702,2.4928174,2.682078,2.953414,3
-557.6894,15.795287,14.863968,13.444662,11.711451,9.862999,8.089018,6.540683,5.310504,4.425296,3.8521225,3.515405,3.3198805,0
-559.3642,13.600705,13.158154,12.449093,11.513837,10.404163,9.179335,7.9017982,6.6329765,5.4296036,4.340514,3.4045312,2.6488945,0
-558.1975,15.169623,14.491441,13.414836,12.015184,10.388282,8.641837,6.886205,5.2251844,3.748008,2.522878,1.5930951,0.9755275,0
-556.8779,16.926876,15.937822,14.392301,12.430365,10.222069,7.9466214,5.772024,3.8380094,2.2445924,1.0472076,0.25815654,-0.14677301,3
-556.2583,17.747128,16.60175,14.832006,12.623243,10.192898,7.7586226,5.509347,3.5842354,2.0627034,0.9659095,0.2678165,-0.0880409,3
-555.2245,19.043983,17.44234,15.0337925,12.154003,9.175263,6.437003,4.188418,2.5553699,1.5370936,1.0308168,0.875526,0.90220046,3
-550.08356,24.125565,18.474903,13.980762,10.869335,6.7864447,1.8387436,-1.0108652,-0.44535553,1.3355856,1.9630728,1.7137218,1.8665526,3
-545.0571,28.171946,17.951992,13.237437,11.923882,6.60952,-1.2949283,-4.4175663,-1.6621432,1.4190046,1.7768102,1.3364333,1.8088593,3
-544.2375,29.875786,19.973982,14.135418,11.870023,7.4762487,1.1336583,-1.861146,-0.38109678,1.2845249,0.7432627,0.1898438,1.4948052,3
-547.5811,28.088194,22.59382,16.847904,12.530137,9.395067,6.671234,4.1626825,1.9747669,0.13991994,-0.99795085,-0.7116883,1.0828023,3
-549.8843,25.801525,22.341137,18.183054,14.595299,11.963478,9.776348,7.2921987,4.310434,1.421018,-0.4455419,-0.77148676,0.11921874,3
-551.8879,23.38807,20.990723,18.047472,15.306699,12.913834,10.548259,7.9336424,5.21451,2.877293,1.3483667,0.6719227,0.5349076,3
-552.63715,22.114946,19.4967,16.976944,15.219336,13.56193,11.116779,7.914679,4.857257,2.8062596,1.9149127,1.701006,1.5474639,3
-549.7389,25.141333,20.543217,17.041447,15.382687,13.61736,10.253556,6.037163,2.8503385,1.5951321,1.5102086,1.5113404,1.4574999,3
-546.0028,28.70119,21.357697,17.183315,15.95837,13.496841,8.817802,4.3012733,1.6048474,0.33438516,-0.3333901,-0.29148245,0.74939317,3
-542.4871,31.325573,21.264301,17.928053,17.334625,12.9373455,7.176548,3.8475692,2.0997205,0.4036326,-1.1220393,-1.5178381,-0.16261208,3
-539.523,32.497803,19.547905,18.523064,19.476313,12.768804,5.867367,4.3516154,3.9856865,1.8342828,-0.61658806,-1.4196532,-0.022071034,3
-534.8021,34.373978,16.461758,18.322575,21.961784,13.426389,5.673445,5.604367,6.4082212,4.836279,2.0009174,-0.2824033,0.6080525,3
-528.6232,37.636894,13.562093,17.147255,22.760517,13.339491,5.7733855,6.09486,7.3283386,7.5246754,4.8500366,1.0014853,2.2307932,3
-524.0976,40.480377,12.123674,16.17772,22.378607,12.108275,5.199544,5.9925265,6.2813644,6.951012,5.753148,1.9835302,2.9904985,3
-521.9793,42.55963,13.112772,16.744366,21.761248,10.641317,4.796197,6.314249,5.2515955,5.0755224,5.1687317,2.3186693,2.7964256,0
-522.0928,43.665295,16.135115,19.408722,22.683723,11.116205,5.575324,6.969086,5.341796,4.177224,4.1219864,1.9192276,2.2193942,0
-522.8792,44.366093,18.842693,21.087809,23.021656,11.753865,6.4316998,7.883995,7.034069,5.7580633,4.1993,0.76573265,0.42589006,0
-502.78003,52.2168,8.20101,14.970415,12.015919,0.26670173,11.192074,20.887764,16.600018,12.838105,5.610429,-9.8931875,-13.302705,0
-469.38684,56.397476,-11.286923,15.658987,-0.15567201,-9.230119,18.266174,26.477585,22.370403,17.909945,4.5154715,-17.97012,-17.934454,3
-438.10507,60.49108,-25.13845,18.938828,-7.6094794,-13.096329,17.685055,25.003933,24.96415,18.891006,2.408062,-21.997755,-17.55169,3
-401.61557,69.550446,-34.2592,21.818,-13.90458,-10.423547,12.742021,15.8207245,22.88855,15.300763,0.38727736,-22.83338,-18.088871,3
-370.23068,76.28409,-40.818245,26.208605,-16.4918,-4.8725634,8.875195,7.748886,19.537947,11.3926325,-0.2622193,-22.282574,-20.067554,3
-349.02643,79.533104,-43.83812,30.384453,-17.149042,-1.8311312,4.1797385,1.6646757,15.643958,7.4958735,-2.0169106,-21.394718,-21.867292,3
-336.96426,82.31587,-43.9019,33.62523,-15.892033,-0.73465484,-0.51966095,-4.591083,11.635042,3.67977,-3.4960437,-19.513306,-21.995176,3
-331.9257,86.62129,-42.8329,33.765724,-15.556701,-0.89896214,-3.6582885,-9.818983,8.208918,1.161181,-4.940218,-18.8265,-20.255398,3
-334.34708,90.303085,-42.173004,30.917227,-16.5503,-2.1241927,-4.3340025,-13.205584,5.5642967,-0.20096877,-7.2218537,-20.138664,-17.578976,3
-341.8413,92.09752,-43.963493,27.331749,-15.953459,-5.148106,-4.4912205,-14.333502,3.938438,-3.0480833,-9.985587,-21.381903,-14.130672,3
-349.67865,90.61456,-47.713436,24.419682,-14.318183,-10.551955,-6.5112324,-12.290661,5.322207,-8.583117,-13.089399,-18.2793,-11.897199,3
-351.11783,88.77887,-49.261353,22.883118,-15.380187,-14.681076,-8.935793,-7.584282,8.742546,-12.336107,-14.435787,-12.234217,-9.884769,3
-338.39337,89.11794,-50.103504,22.896294,-16.525421,-13.740514,-11.431141,-4.174421,11.261473,-13.500164,-16.335777,-8.166902,-8.461098,3
-323.71417,87.807106,-51.278423,22.527126,-16.12571,-9.502365,-13.442398,-3.7218668,11.90494,-13.633411,-18.438877,-5.914362,-7.767683,3
