Coefficients,Instruments
3.7050064,
11.663707,
17.818102,
23.070139,
27.057453,
30.764904,
32.273964,
31.101791,
28.940876,
27.789654,
26.919294,
26.649933,
28.029465,
29.36574,
29.67744,
29.54366,
29.98333,
30.143932,
29.931866,
29.577099,
29.383936,
29.331692,
29.426529,
29.719498,
29.78191,
29.507423,
28.65993,
28.51387,
28.807076,
29.531841,
30.4461,
30.279564,
29.540413,
27.87573,
26.632599,
27.340021,
29.09573,
30.030514,
29.602383,
29.155235,
29.066607,
29.444157,
30.418234,
30.902252,
30.139412,
29.305622,
29.668789,
30.923916,
32.151268,
32.40783,
32.064857,
31.655704,
31.574146,
30.96732,
29.548496,
28.243526,
28.054434,
28.698534,
28.25853,
27.136658,
26.49307,
26.400608,
26.611422,
27.571457,
28.657776,
29.910309,
30.34973,
30.866692,
31.22036,
31.400406,
31.764477,
32.040787,
31.485733,
30.162691,
28.827726,
28.2923,
29.789164,
31.371704,
31.911129,
31.058617,
29.50486,
29.276375,
30.80422,
31.582685,
31.049103,
29.91142,
28.686335,
28.342945,
28.561832,
28.77493,
29.090767,
28.657476,
28.232368,
28.340096,
28.217144,
28.04228,
27.601753,
26.671928,
27.028778,
28.52766,
29.301556,
28.71027,
27.453213,
26.427128,
25.914993,
25.809204,
25.874447,
25.601372,
25.607296,
26.166862,
26.467968,
27.013119,
27.476782,
27.490425,
27.09742,
26.728827,
26.597618,
26.193731,
26.196014,
27.178997,
27.930143,
27.965197,
27.770966,
27.797985,
27.762928,
26.8539,
25.915684,
25.25432,
25.645367,
26.075645,
25.814632,
25.08258,
25.132095,
26.542444,
28.021156,
28.62173,
28.391968,
28.34045,
27.95982,
27.635572,
27.39193,
26.144184,
24.786705,
24.735806,
25.869873,
26.477325,
26.423065,
26.74705,
26.692516,
26.136213,
26.188646,
26.725582,
26.528122,
25.855118,
25.692635,
26.757694,
27.464909,
27.431171,
26.147741,
24.879223,
25.462559,
27.356926,
28.49815,
28.431019,
27.90815,
27.459297,
27.582867,
28.29012,
29.039528,
28.942379,
27.912155,
27.767826,
27.637505,
27.618755,
27.63303,
27.645313,
27.404892,
26.816977,
26.63168,
26.747822,
27.062895,
27.952274,
28.550293,
28.90868,
28.93406,
27.55526,
25.782692,
25.525333,
26.803116,
28.05397,
28.39569,
28.003254,
27.25637,
27.51588,
28.829731,
29.958172,
29.338253,
27.345669,
26.412193,
27.028751,
27.990124,
28.385918,
28.532248,
29.135817,
29.712643,
29.392696,
29.10566,
29.412071,
29.895187,
30.173416,
30.154583,
29.476967,
28.192636,
26.81597,
26.80204,
28.59224,
29.778965,
29.75671,
29.618727,
29.192955,
28.566372,
28.60223,
29.719585,
30.247108,
30.377052,
31.30447,
32.08546,
31.853474,
30.64111,
28.99123,
28.8069,
29.458282,
30.449587,
31.061253,
30.859829,
30.473152,
30.610306,
30.856796,
30.705088,
30.800112,
30.61382,
30.190496,
29.155434,
28.422018,
29.361385,
31.558031,
32.384647,
31.44252,
29.857773,
29.449722,
30.11435,
30.695068,
31.130455,
30.917086,
30.60963,
29.993717,
28.882755,
28.874495,
30.168583,
31.222805,
31.132238,
30.756165,
30.751766,
30.580223,
30.057072,
29.219475,
28.887539,
28.99662,
28.813406,
29.023323,
29.651752,
30.147724,
30.735117,
31.230694,
31.54286,
31.307018,
30.029984,
28.741514,
28.922375,
29.851564,
30.166512,
29.357616,
28.499601,
28.422432,
28.26517,
27.883137,
28.393604,
29.700796,
30.240227,
29.724997,
29.370403,
30.431644,
31.437067,
31.425556,
30.845741,
30.440926,
30.883144,
31.63438,
31.432478,
30.491047,
29.955605,
29.969238,
30.122728,
29.931904,
29.638107,
29.233505,
28.41461,
28.125732,
28.869518,
30.35955,
31.199276,
30.465958,
29.631084,
30.000841,
30.75496,
31.202322,
31.59856,
31.644672,
31.319115,
31.420765,
31.454739,
30.335302,
29.20439,
28.842808,
29.534576,
30.382072,
31.658234,
32.06787,
31.952791,
31.479128,
31.058365,
31.252943,
32.170258,
32.5672,
31.723621,
30.59835,
30.04118,
29.962639,
30.31606,
30.357618,
29.742012,
29.718376,
30.927647,
32.078987,
32.64399,
32.137375,
31.38039,
30.960499,
30.611536,
30.203756,
30.030518,
30.566433,
30.865162,
31.059252,
31.044441,
31.087616,
31.698093,
32.236694,
32.135258,
31.594986,
31.694233,
31.82843,
31.262169,
29.768723,
28.53846,
28.801155,
29.74766,
30.581184,
31.073765,
30.648445,
29.999086,
30.112514,
30.331486,
30.062374,
29.783773,
30.378426,
30.682018,
29.90222,
28.932682,
28.282312,
28.962286,
29.812023,
30.367622,
29.611391,
28.740593,
29.156404,
30.189236,
30.292217,
29.773708,
30.015682,
30.88539,
31.526737,
31.07715,
29.851665,
28.539703,
29.0961,
30.479626,
30.682064,
30.248905,
29.437103,
28.3406,
27.919373,
27.955698,
27.941673,
27.651344,
27.213081,
26.786285,
26.368755,
26.257978,
26.534855,
27.310898,
28.373281,
29.025536,
29.250446,
28.731758,
28.036198,
27.518055,
27.137995,
27.469511,
28.108494,
28.002327,
26.722733,
25.34655,
24.723728,
24.59206,
25.243797,
27.009094,
28.914095,
29.055746,
28.19114,
27.355904,
27.799042,
28.86118,
29.277111,
29.331005,
29.996723,
31.742254,
32.90308,
31.863457,
29.529459,
28.109013,
27.98936,
28.356813,
28.333778,
28.363493,
28.604176,
28.833242,
28.768639,
27.941147,
26.7323,
26.906189,
28.475655,
28.845646,
27.407711,
25.95288,
25.767515,
26.736235,
27.953302,
28.544014,
28.48823,
28.237946,
28.182545,
27.792088,
27.05046,
27.246223,
28.44886,
29.868057,
30.65089,
30.07109,
28.662766,
27.680187,
27.213295,
26.568424,
25.781013,
25.987827,
26.638107,
27.378605,
27.71776,
28.199642,
28.917553,
28.952894,
29.114761,
28.868023,
28.596802,
27.703531,
27.160622,
27.97477,
29.114618,
29.48836,
29.302223,
29.279238,
29.205278,
29.119085,
29.150265,
28.756044,
27.984787,
27.072817,
26.298191,
25.158257,
24.694592,
26.505816,
28.25653,
28.384268,
27.625732,
27.23029,
27.986782,
28.973843,
29.570244,
29.654747,
29.049765,
28.410488,
28.333797,
28.668484,
28.880163,
28.292473,
27.018171,
27.198517,
28.762203,
29.923592,
30.240875,
29.809338,
28.730309,
28.057907,
27.417253,
27.39393,
27.747545,
27.56828,
26.566837,
26.15345,
27.153023,
27.724022,
28.245289,
27.926033,
27.280903,
27.499397,
29.830114,
35.06818,
40.87993,
44.393757,
45.55631,
44.657204,
43.832344,
77.45851,
117.15144,
137.91632,
148.51831,
153.31433,
154.74326,1
154.98856,1
155.63168,1
155.71625,1
155.40497,1
155.24854,1
155.69608,1
155.80554,1
155.05307,1
154.32664,1
153.20605,1
151.33044,1
149.7575,1
149.64616,1
150.05301,1
149.04744,1
147.41852,1
146.7316,1
146.82748,1
146.95502,1
146.88596,1
146.43692,1
145.98718,1
146.15297,1
146.14258,1
145.11673,1
143.72092,1
142.8304,1
142.24965,1
141.12808,1
140.15219,1
139.8516,1
139.45032,1
138.97423,1
138.78778,1
138.53264,1
137.92828,1
137.02896,1
135.94858,1
135.21059,1
133.87308,1
133.21326,1
133.5716,1
133.97086,1
133.51768,1
132.99734,1
132.35847,1
131.83592,1
131.90182,1
132.6491,1
132.84949,1
131.95758,1
131.72386,1
140.0414,1
151.06305,1
159.53041,1
166.49643,1
172.28336,1
175.67752,1
177.41328,1
178.35023,1
179.44958,1
180.37283,1
179.91275,1
177.61104,1
174.9924,1
172.95248,1
171.53903,1
171.11713,1
171.27356,1
171.17142,1
170.57866,1
170.42601,1
170.02641,1
169.37936,1
168.23453,1
166.1742,1
164.49725,1
164.20807,1
164.97612,1
165.54276,1
165.3027,1
164.55617,1
163.9395,1
163.02975,1
161.2153,1
159.77429,1
159.84698,1
160.72128,1
161.55017,1
161.51816,1
160.41656,1
159.032,1
158.1011,1
156.96878,1
155.6998,1
154.6455,1
154.38565,1
154.49641,1
153.90837,1
152.0853,1
149.42401,1
147.77914,1
147.95451,1
148.78812,1
149.43489,1
149.94513,1
150.21152,1
150.41495,1
150.794,1
151.52364,1
152.37103,1
152.53421,1
151.76215,1
150.18631,1
147.91809,1
145.98557,1
144.83896,1
144.6705,1
145.84595,1
148.92459,1
158.12714,1
169.32678,1
178.08846,1
182.88425,1
184.5009,1
183.77707,1
181.88834,1
180.54922,1
178.56693,1
176.01135,1
174.17471,1
172.6293,1
171.19122,1
170.4736,1
171.00429,1
171.74188,1
171.48785,1
170.57982,1
170.02243,1
169.3984,1
168.78279,1
167.71585,1
166.72057,1
166.56322,1
166.57947,1
166.35875,1
165.97041,1
165.72021,1
166.57188,1
168.24359,1
169.22885,1
169.05478,1
168.09256,1
167.50287,1
167.68909,1
168.29759,1
167.89008,1
166.86285,1
165.99844,1
165.7172,1
165.38228,1
164.03568,1
162.2099,1
160.4996,1
159.1682,1
158.76396,1
159.16808,1
160.80774,1
162.43863,1
162.82278,1
161.81262,1
160.43237,1
159.08238,1
157.25812,1
156.16606,1
155.70111,1
155.30368,1
155.51059,1
156.56755,1
156.89806,1
156.12552,1
154.6275,1
153.95142,1
154.38953,1
154.05994,1
152.99142,1
152.2422,1
151.62106,1
151.1141,1
150.18982,1
148.98186,1
147.84412,1
148.34854,1
149.8396,1
151.88713,1
153.29034,1
152.61081,1
150.0771,1
147.61267,1
147.2214,1
147.91068,1
148.19116,1
147.36322,1
146.42758,1
146.3198,1
145.79053,1
144.43356,1
143.65025,1
143.09695,1
142.06018,1
140.95758,1
140.28662,1
139.52084,1
138.16223,1
137.21042,1
136.39444,1
136.76465,1
137.8475,1
138.53519,1
139.14166,1
139.67361,1
139.59439,1
138.60327,1
137.01138,1
136.53865,1
138.02097,1
139.53275,1
139.6903,1
138.60123,1
137.68947,1
137.52829,1
136.78941,1
135.55125,1
134.18626,1
134.05331,1
135.11925,1
136.02751,1
135.9653,1
135.92181,1
136.43597,1
143.75641,1
154.22615,1
161.6684,1
166.98624,1
170.38947,1
173.03374,1
174.7745,1
174.3617,1
172.55263,1
170.50479,1
168.97589,1
167.3952,1
165.66762,1
164.0091,1
162.52869,1
161.62912,1
160.5474,1
159.77267,1
159.40445,1
158.65633,1
158.18546,1
158.35445,1
158.237,1
157.94582,1
157.49246,1
157.41823,1
157.32697,1
157.03325,1
157.0676,1
157.513,1
157.4047,1
157.06989,1
157.23923,1
158.28207,1
158.5856,1
157.8492,1
157.26633,1
157.62448,1
157.71768,1
156.72845,1
154.78696,1
152.89035,1
