Coefficients,1,2,3,4,5,6,7,8,9,10,11,12,Instruments
-574.2814,3.7648492,3.7556543,3.7403646,3.7190332,3.6917393,3.6585746,3.6196551,3.5751166,3.5251179,3.4698286,3.4094386,3.3441563,0
-570.59406,8.914519,8.72082,8.4297905,8.081025,7.71613,7.369837,7.0637174,6.80425,6.585201,6.3933864,6.215428,6.0433636,0
-565.2578,16.198994,15.271944,13.920023,12.377775,10.88071,9.607502,8.642924,7.97145,7.501562,7.110897,6.6961823,6.2110043,1
-561.6166,21.016792,19.292786,17.059736,14.751034,12.552722,10.602516,9.122068,8.237341,7.746312,7.2263603,6.4303784,5.507885,1
-559.42834,23.937346,21.764177,18.975945,16.165771,13.597164,11.398271,9.725566,8.615339,7.7876844,6.8100395,5.537621,4.3074074,1
-557.1634,26.732635,23.67528,20.06498,16.64349,13.59383,11.016934,8.988356,7.472411,6.385169,5.503748,4.4725876,3.3110502,1
-554.85626,29.149128,24.260767,19.28445,15.794068,13.4903145,11.310957,8.731138,6.213136,4.6330996,4.1805515,4.0362406,3.4426966,1
-554.82874,28.821913,23.300268,18.291706,15.583252,14.113871,12.076855,9.171665,6.510498,4.996172,4.457794,4.1955934,3.7926564,1
-557.2882,25.891233,21.724213,18.14265,16.209768,14.774771,12.700872,10.370897,8.716447,7.725664,6.669104,5.335347,4.2342215,1
-559.9604,22.866482,20.392494,18.308216,17.042253,15.706152,13.780426,11.913019,10.814938,10.126123,8.959497,7.1715093,5.4598885,1
-559.6842,23.242134,20.659805,18.355629,16.956001,15.751262,14.0709305,12.254523,10.9950485,10.215525,9.149546,7.4346437,5.6316147,1
-558.46906,24.672647,21.38999,18.369656,16.597092,15.395912,13.804119,11.901072,10.448956,9.602966,8.597672,6.831215,4.822464,1
-557.7561,25.33676,21.722378,18.83279,16.773123,14.769571,13.011036,11.568907,10.127269,9.071121,8.497723,7.2194233,5.032028,1
-556.9344,26.136906,22.073633,19.147755,16.753979,13.905569,11.797979,10.762181,9.499667,8.225301,8.062187,8.089293,7.1017046,1
-554.69714,28.391403,22.567377,18.616402,16.167702,13.337505,10.97671,9.847895,8.642754,7.1702824,6.9829845,7.9598165,8.291658,1
-551.47125,31.581215,22.778042,16.729603,14.40811,12.641527,10.553843,9.322733,8.671738,7.706641,7.0741816,7.4025116,7.51204,1
-548.6151,34.593185,23.724514,16.363197,14.006523,12.564816,10.353342,8.83972,8.522728,8.643534,8.990413,9.060324,7.5173597,1
-545.44403,37.489475,24.413342,17.078186,15.475027,13.599636,10.643785,8.896555,8.514656,9.119133,10.666954,11.27203,8.900631,1
-541.49915,39.88646,22.916807,16.023546,15.881492,14.453772,11.635283,9.684523,8.9428215,8.921126,10.292424,12.067226,10.455338,1
-536.994,42.25632,20.566742,14.662243,16.219038,14.539528,12.164438,11.091298,9.599939,7.5915,8.550085,12.319166,11.809882,1
-534.7626,44.360718,20.221094,13.496806,16.723085,15.471439,12.287647,11.799128,10.469194,7.062034,7.3855925,11.907837,12.113091,1
-535.68695,44.28983,20.900291,12.8351,16.153704,16.43759,13.088673,11.825383,11.016316,7.7257695,6.88211,10.613936,11.000929,1
-538.10486,41.654194,19.550426,11.667749,15.003494,16.789818,14.441512,12.003431,10.705917,8.980927,8.193612,8.842928,7.081868,1
-537.28894,41.296627,18.153395,11.357642,14.179291,14.883073,13.581516,11.452784,9.319731,9.338844,10.121141,7.3049407,2.335285,1
-533.1795,45.589325,20.679115,13.630995,15.002199,13.554615,12.064997,10.274229,8.233468,9.738449,11.3160715,6.737364,1.0240397,1
-530.84155,49.01541,23.473392,15.030003,15.312294,12.707354,10.774796,10.124865,8.843448,9.583125,10.46338,6.674712,2.2250414,1
-529.6445,50.111137,23.888336,14.855925,14.081228,11.5810375,10.754625,10.572635,9.647985,9.737984,8.752054,6.218889,4.8949766,1
-524.27496,51.934875,20.482475,13.871532,13.260529,9.413975,10.04739,10.488071,9.014387,8.727605,7.639373,6.2175727,5.5867467,1
-517.0565,55.085926,16.911144,13.230009,13.615139,7.651951,8.558043,9.82612,7.8783884,7.1849837,7.2112126,6.22052,4.8914256,1
-511.09116,57.53347,14.864637,13.125619,13.728933,8.173079,8.585705,10.278278,9.059724,6.2753243,6.6438084,6.6811314,5.629384,1
-507.276,58.27021,13.740861,13.1418,12.192772,9.10903,10.097757,11.657406,11.50411,6.4463434,6.0334635,6.7909036,6.880121,1
-503.09222,62.3424,16.291744,13.72921,11.01613,9.676592,11.375007,11.650719,10.429989,5.128723,4.1015687,4.141584,4.5509915,1
-487.25806,80.42829,22.663544,9.7656975,5.0757713,5.438819,7.5789957,5.6480217,3.4687917,1.2392035,2.7515137,1.622761,-0.39458746,1
-469.21017,98.358025,24.986221,3.1149733,-1.650635,-0.09148562,2.4731746,-0.06187114,-2.09913,-1.3864689,2.162293,1.4417788,-1.1927106,1
-455.69696,110.59222,24.762068,-1.2650076,-4.820331,-4.008731,-0.7156365,-2.4686594,-4.972261,-3.5549626,0.156084,0.1911657,-2.05372,1
-448.75928,117.75045,24.778555,-2.969985,-4.0616817,-5.444194,-2.1661186,-2.7441661,-5.8627024,-4.446601,-0.4596562,0.42706358,-2.8394651,1
-448.13763,119.26781,24.808416,-2.8353555,-1.1099731,-4.545739,-3.2564416,-2.9318602,-6.2088866,-5.089276,-0.5261066,1.0303746,-3.0971513,1
-450.22644,116.923164,25.116505,0.6984829,3.0652637,-2.473909,-4.325882,-5.1552763,-7.259135,-5.8459826,-1.1520499,1.5725518,-2.5814085,1
-450.75464,115.06952,25.48475,6.037639,8.2285795,-0.6888863,-5.6593275,-7.5013456,-7.8563094,-6.1660185,-2.7151423,0.17898187,-2.8412414,1
-449.75552,113.65883,23.494394,8.391249,11.523798,0.03548905,-6.7659125,-7.9327765,-7.1135435,-6.570085,-5.382778,-3.843678,-5.388276,1
-446.8976,114.73547,21.493248,7.4200115,11.026995,-1.229171,-7.1573277,-7.0022016,-6.0523844,-6.8282647,-8.042685,-7.3531294,-6.8115616,1
-437.57303,122.6405,20.798698,2.948623,6.07784,-5.451753,-9.169572,-6.8354864,-5.431328,-7.0284243,-9.295096,-7.507115,-3.1569042,1
-425.74896,131.94064,19.431726,-2.143742,1.1834981,-9.292707,-11.57027,-6.1051946,-4.268973,-7.8505297,-9.333206,-5.1020374,3.0348048,1
-416.45413,138.9257,18.323233,-5.386915,-2.4774683,-12.536451,-13.116943,-4.9605007,-2.4656835,-8.389509,-10.284712,-3.4986115,7.184202,1
-412.0942,142.29443,18.252382,-6.4570765,-4.7452188,-14.569708,-13.347861,-4.1504035,-1.285131,-9.142908,-12.661001,-3.1167688,9.460367,1
-411.79913,142.7422,18.354176,-7.1788836,-6.1385446,-15.271025,-12.347107,-3.0704546,-1.5177841,-10.6675625,-14.696277,-3.3860092,10.521647,1
-405.98834,146.74283,15.746991,-12.105785,-9.805171,-17.303581,-13.312723,-4.647521,-5.0107536,-9.67988,-6.7790422,2.4932413,10.292197,1
-392.57697,153.41415,9.817425,-17.413425,-12.374763,-17.061632,-13.33109,-6.933029,-8.737562,-7.0914297,6.338304,11.594125,7.6024723,1
-378.3735,159.80814,6.6434608,-18.181765,-12.251106,-15.785391,-12.9289665,-7.7421136,-7.8312798,-3.7867746,13.390804,16.327114,5.908939,1
-367.64108,163.67795,5.491706,-17.597195,-12.769083,-14.887222,-14.142914,-8.730372,-5.698099,-1.8085992,15.953355,18.1333,6.551857,1
-362.23474,163.29507,5.200042,-16.172401,-14.315033,-14.819372,-16.489927,-10.282186,-4.1954656,-1.1452662,16.075544,18.765278,8.351889,1
-360.45264,160.31876,4.8204284,-14.671585,-15.473494,-16.222935,-18.712257,-12.081026,-4.095518,-1.5167778,14.592056,19.74156,10.280249,1
-355.28622,161.04187,1.9241872,-16.94797,-17.412907,-18.70783,-20.702858,-13.436909,-3.2474709,1.0602443,14.898703,20.387299,8.509232,1
-343.83936,166.84479,-3.5929735,-22.239983,-18.833122,-20.226723,-21.014565,-13.128223,-1.0724066,7.1964884,16.734076,17.768793,2.6786306,1
-331.33636,171.88133,-8.088352,-24.925575,-17.92903,-20.505428,-19.026802,-9.491938,1.6749158,12.017992,17.081642,14.044362,0.19643152,1
-320.22263,170.79013,-9.050279,-24.233597,-15.65534,-20.08358,-17.147057,-5.8298917,3.8108656,15.568014,17.318035,12.072276,-0.16405785,1
-310.8553,161.65726,-4.9784184,-21.247501,-14.265583,-18.897518,-16.363369,-4.78012,5.432281,18.215204,16.721561,12.56638,-1.2552631,1
-307.32727,152.63425,1.1764491,-16.121225,-12.891919,-17.61256,-16.906818,-6.265762,6.010337,19.216158,15.45326,13.184609,-2.7310488,1
-310.3903,149.85873,6.311985,-11.479969,-10.8371315,-16.108715,-16.680159,-8.180586,5.1164894,18.131226,13.680666,12.02449,-4.0026245,1
-320.23892,153.80438,8.022623,-9.123594,-8.639265,-13.918224,-14.328046,-9.453594,3.4180572,16.567883,12.983995,9.189804,-5.3666577,1
-335.19028,162.04663,6.4046516,-7.2787724,-6.4492455,-13.673093,-13.359688,-11.623515,2.639182,15.078204,15.536873,6.516333,-5.8427677,1
-339.84088,160.25659,5.5469265,-2.7023878,-6.458792,-13.669241,-18.07309,-9.632846,1.0124618,14.778681,20.914476,4.9283357,-2.6148093,1
-310.64972,128.51959,8.440775,4.7623296,-5.981659,-13.5222435,-23.081709,-0.70764136,-6.015692,17.41568,22.807076,6.1351213,0.52460337,1
-282.63977,101.914795,10.585464,6.706156,-2.45441,-13.746286,-20.429539,-0.25490335,-7.052062,15.135345,21.19441,7.525593,1.0645182,1
-270.48846,88.1812,11.937732,6.8101087,-0.8947689,-13.175145,-18.313726,-1.5409541,-7.252459,13.146409,19.52058,8.527951,1.0968342,1
