Coefficients,Instruments
18.266062,
37.12748,
50.781807,
57.496902,
59.20018,
58.409355,
58.118584,
60.476402,
63.177986,
63.95983,
62.034798,
58.04157,
56.10476,
56.96829,
57.890633,
59.824677,
61.56051,
60.83558,
57.739822,
93.76073,
122.02135,
131.97205,
134.34238,
131.88025,
121.32529,
93.022995,
74.332504,
77.71245,
80.77203,
80.64148,
75.64376,
66.36624,
58.413277,
56.555832,
59.519775,
62.971443,
64.63977,
64.60652,
63.769005,
63.24642,
61.60765,
59.28617,
59.02559,
62.57035,
65.638535,
65.215614,
62.79448,
63.063965,
67.18846,
71.14105,
73.04938,
71.35281,
65.33142,
57.88726,
55.34949,
55.247253,
56.0075,
57.802788,
58.696396,
58.98159,
58.880844,
58.820023,
59.036125,
58.437927,
56.762848,
56.0288,
55.69301,
56.28897,
57.73734,
58.96276,
59.05097,
58.184616,
57.763275,
58.7539,
61.86218,
66.67468,
69.08696,
68.73154,
67.571655,
67.515564,
67.38373,
65.29506,
62.091217,
59.75664,
59.240578,
59.277153,
58.09099,
57.852463,
60.47319,
63.13633,
64.61487,
64.47187,
63.233955,
61.74527,
61.59931,
63.861797,
66.50458,
68.32575,
69.154335,
68.716545,
68.48621,
69.4429,
70.445755,
69.206665,
67.167046,
68.549774,
71.81988,
72.4059,
71.16174,
70.85034,
71.05385,
71.262436,
69.04594,
66.30971,
65.058685,
65.7194,
67.49846,
69.14711,
71.49376,
74.99217,
76.98443,
76.08123,
73.09708,
69.89685,
68.30347,
67.58232,
66.32043,
65.71309,
64.80407,
64.267654,
64.769775,
68.782776,
73.8691,
77.293106,
78.50006,
76.62422,
73.13895,
70.222435,
70.41773,
72.689156,
73.604004,
73.108185,
71.44284,
71.64017,
74.74138,
76.909485,
76.71007,
74.61791,3
73.63072,3
73.99243,3
74.551346,3
75.15866,3
79.588745,3
91.3342,3
104.45721,3
113.23093,3
118.298706,3
120.53902,3
121.65616,3
122.43622,3
121.74655,3
120.36047,3
124.316895,3
130.93803,3
135.49377,3
136.16533,3
134.4697,3
132.4992,3
132.10606,3
132.3875,3
132.8853,3
133.32578,3
132.76227,3
130.90878,3
128.82193,3
127.03525,3
125.97414,3
125.40686,3
124.90696,3
123.866394,3
121.93042,3
121.33411,3
122.24002,3
123.77759,3
126.36349,3
128.69595,3
130.31015,3
132.45653,3
134.73856,3
135.98349,3
135.17532,3
132.26776,3
129.13936,3
127.08644,3
126.29331,3
124.87856,3
122.716354,3
121.570984,3
121.333405,3
120.250435,3
117.48503,3
116.39436,3
120.007355,3
123.67774,3
124.55363,3
122.50135,3
118.922516,3
115.42488,3
111.373825,3
107.4908,3
105.69141,3
105.811386,3
106.89516,3
108.17485,3
107.75684,3
106.591736,3
108.17784,3
110.832016,3
111.8478,3
111.037766,3
109.82469,3
110.124954,3
110.69381,3
111.1342,3
111.292786,3
110.21452,3
107.561226,3
106.13282,3
106.26387,3
107.22489,3
113.21973,3
119.78541,3
121.69461,3
117.79092,3
110.02257,3
104.502,3
108.688934,3
116.21803,3
120.7455,3
121.62422,3
118.893585,3
116.63872,3
118.02657,3
119.42761,3
120.026245,3
120.281685,3
120.16957,3
119.08481,3
117.37398,3
115.72046,3
114.43982,3
115.13514,3
116.67002,3
116.03088,3
112.03316,3
107.44103,3
104.546425,3
103.48489,3
104.38191,3
104.83354,3
104.083176,3
101.66645,3
100.64331,3
104.64114,3
111.40814,3
118.36952,3
123.76566,3
127.1832,3
129.15334,3
129.97034,3
129.54141,3
127.20597,3
123.35268,3
119.33208,3
114.964554,3
111.06939,3
107.389694,3
104.29588,3
102.76245,3
101.41778,3
100.57178,3
101.39272,3
103.75519,3
106.30469,3
107.673386,3
107.286896,3
107.86667,3
110.15459,3
113.76431,3
116.526505,3
117.6026,3
117.53,3
117.76141,3
118.36601,3
118.49043,3
117.3952,3
115.98542,3
114.71984,3
113.10946,3
111.0845,3
108.48068,3
106.709274,3
106.72357,3
108.25459,3
109.876526,3
110.99695,3
113.07561,3
114.74797,3
115.78836,3
116.75414,3
116.34682,3
114.63887,3
112.282425,3
111.7608,3
114.47217,3
120.47421,3
125.06041,3
125.31106,3
120.97551,3
113.86259,3
110.001236,3
110.13736,3
109.02959,3
108.15784,3
111.25488,3
115.021904,3
116.495224,3
114.781784,3
111.74787,3
108.65081,3
106.42639,3
106.82681,3
111.674164,3
116.40953,3
119.99975,3
123.93663,3
127.029755,3
128.15704,3
127.05272,3
124.45127,3
122.31871,3
120.129166,3
117.02113,3
112.911964,3
110.15961,3
108.83055,3
107.41217,3
105.914986,3
104.92222,3
103.97641,3
105.35481,3
109.08777,3
113.17685,3
117.51512,3
121.09375,3
122.58554,3
122.364555,3
121.41826,3
119.927155,3
118.40422,3
117.81592,3
118.10204,3
117.131134,3
114.217834,3
110.83484,3
109.390396,3
108.79492,3
106.71896,3
103.009476,3
99.95456,3
98.764786,3
97.90036,3
95.40227,3
93.00872,3
96.07347,3
102.22703,3
108.76802,3
113.872,3
116.15654,3
115.81713,3
114.9837,3
115.200424,3
115.93317,3
116.07227,3
115.6537,3
116.27527,3
118.59613,3
120.97386,3
121.606834,3
120.48801,3
119.59769,3
119.87779,3
119.80878,3
120.02101,3
120.41168,3
120.184875,3
117.89883,3
116.135925,3
115.30621,3
114.96825,3
115.96721,3
116.64078,3
116.1461,3
114.60759,3
