Coefficients,1,2,3,4,5,6,7,8,9,10,11,12,Instruments
-499.304,4.191272,4.1599293,4.108136,4.036555,3.9460757,3.8378315,3.7131424,3.5735183,3.420557,3.2560544,3.0818362,2.899798,0
-476.9155,11.300226,-3.002603,14.9849415,13.88525,3.9314218,8.624312,10.623823,1.4744561,2.3677616,5.830386,1.7950048,1.8432063,0
-439.64752,15.007882,-11.749882,20.991005,10.607262,6.696807,5.8396683,10.231787,1.0764887,1.3254614,7.265944,3.0963633,4.1053863,0
-416.45813,18.222435,-11.957968,21.889393,9.054203,7.575344,4.9320254,10.206777,0.8980019,2.648721,6.3303485,5.0166683,4.064408,0
-403.65433,26.645882,-11.652556,17.4934,6.213213,7.331717,5.421999,10.240531,3.6930003,4.99695,6.1480665,5.054246,3.7528749,0
-397.95483,37.720024,-12.551976,9.848251,2.6611915,8.281009,5.80295,9.281233,6.463072,7.037739,5.1258984,4.577281,4.048259,0
-397.01016,42.742447,-11.727177,4.532287,-0.09549303,10.155909,6.7507577,7.6808167,7.739749,9.003712,4.130892,4.424445,5.074088,0
-399.5842,38.111958,-8.168606,4.355006,-1.337021,10.956221,9.016599,6.5818257,7.7351317,11.020071,3.8065162,4.208437,5.829056,0
-410.19733,28.622242,-3.2181334,10.177311,0.948694,10.692672,10.897784,7.570519,7.6476483,11.1856785,4.0507336,3.8562822,5.1591854,0
-427.26978,19.926743,1.7994285,21.056686,7.5762606,9.523265,10.652893,10.213675,8.2012205,9.746194,4.0285373,2.9885283,3.3991451,0
-438.44086,21.540745,4.121147,27.361958,12.126576,9.049953,10.590236,11.770048,7.091463,7.247039,4.6056323,3.1633554,3.8538344,0
-439.09402,28.503551,7.174208,29.845009,13.009237,8.967981,10.170719,10.408243,4.1336575,4.3921113,4.8843746,4.101686,5.6966114,0
-423.1571,33.485703,8.973328,26.469048,10.942453,8.699202,6.190831,6.896639,3.285904,6.5148406,3.9834678,3.4460545,3.7386088,0
-401.4496,37.907455,6.289837,19.627407,8.59096,8.118005,3.8758736,5.6575546,3.7255747,8.537603,2.1103039,1.009695,0.40603095,0
-389.39917,41.43667,2.4392405,14.91202,7.32248,7.4144,3.4501247,6.001979,3.4268274,8.348609,1.0429041,-1.2806035,-1.5916743,0
-389.76068,42.867405,-0.10052526,13.229403,7.2087755,7.7458296,3.3700612,7.739513,3.4463322,7.6522202,1.2170157,-3.1342258,-2.0695815,0
-400.30917,41.363617,0.36743966,15.014789,8.043813,9.954369,4.0836916,10.317761,4.1944017,7.4403343,2.441144,-4.301648,-1.236476,0
-416.00125,37.632496,4.1382437,19.30062,9.708799,12.511381,6.7243752,12.831818,5.1900544,7.541854,3.3053775,-4.251593,0.6141646,0
-424.89175,35.25756,9.859922,21.425974,11.555755,13.152336,8.535642,12.33647,5.1012964,6.263339,3.3541722,-1.8471917,3.617557,0
-418.3712,36.35523,11.9939575,16.99427,10.068937,12.324915,7.642969,8.251558,3.1059098,3.7991877,2.3928041,1.142931,5.504034,0
-410.5599,37.355217,9.297419,12.128912,7.1498837,11.67794,6.3209076,4.6869774,1.8194722,3.5351768,2.3919308,2.2863421,4.991204,0
-407.17877,41.26563,5.1060705,11.480149,7.3374243,12.020754,6.343995,4.2341876,2.1350336,4.787055,3.8757043,3.0678465,5.461509,0
-407.69025,44.70427,1.6341108,13.479217,9.738669,12.492684,6.678185,7.463281,3.4449556,5.539901,4.8382807,3.8917193,6.6508164,0
-408.31207,43.408104,1.2162641,13.616308,10.529109,12.455894,6.2442884,11.735589,5.3720727,6.3636045,4.885354,3.9228733,6.20654,0
-410.19888,41.135353,3.3524594,14.044937,9.9075775,12.4616165,5.9532166,13.605724,7.2761974,7.4744663,4.9929743,3.6441839,5.329835,0
-415.53705,41.99984,6.328581,17.511803,9.532655,12.107843,5.633155,13.240067,7.4019127,7.6284285,5.0050497,2.5188165,3.8691716,0
-422.033,44.848923,8.61595,21.618446,11.152456,11.8710785,7.2520423,12.399572,5.968281,5.639307,5.348358,0.84095436,2.57022,0
-427.6749,45.11306,10.866493,23.237827,13.175657,13.519382,10.718112,12.840851,4.6846395,3.63834,4.9149103,0.93194103,1.3077455,0
-424.0308,43.593727,13.182325,22.533283,10.670073,16.461185,9.839138,12.572968,6.2945757,6.1929073,5.33942,2.6744332,-0.2070626,0
-414.89758,44.464294,17.674294,22.014847,7.1400714,16.464024,6.164051,10.044533,8.6069975,11.5320425,7.2720423,5.2994957,-0.62316793,0
-412.22565,47.20873,20.96685,22.853214,5.1920342,14.901241,4.163496,7.8020535,9.704542,14.928315,8.820734,6.1728873,0.35353938,0
-418.34058,50.17028,20.618908,24.11626,5.166913,11.923372,4.8492603,8.304134,11.062965,14.815344,8.914372,5.610377,2.8316934,0
-430.26584,50.031906,17.51849,24.01706,8.930872,8.5144615,8.141001,9.9937935,12.190979,11.441563,7.4170203,5.375011,5.7915983,0
-441.63385,44.797417,12.526606,22.043505,14.044416,8.3855,10.893586,10.987284,10.263636,7.6761265,5.6658554,6.1699805,6.839794,0
-447.88245,39.15611,8.453678,20.29385,17.11365,10.610855,10.75276,9.003677,6.894643,5.9000797,6.841281,6.121916,5.444767,0
-449.60165,37.609474,8.802066,20.912277,19.388119,14.732279,12.234414,8.542373,5.5914564,5.8928356,8.5356865,5.1307335,4.1000714,0
-450.00073,37.534035,9.69133,21.33779,21.720188,19.172264,14.575617,9.289934,4.9761486,4.6800222,6.5374556,2.8962505,4.1094923,0
-449.65164,38.260876,10.419157,20.818127,22.085361,20.725737,14.543089,9.408943,6.0651083,4.328563,3.376037,0.3651712,3.952613,0
-448.04895,39.907234,11.512785,19.558926,19.057375,18.671677,12.661243,9.854223,8.710709,5.6718464,2.7763393,-0.94386387,3.2299118,0
-445.2252,41.53664,12.231535,19.199654,15.892937,15.511466,10.468897,10.153454,8.90369,5.383435,4.013021,-0.33644372,3.7378693,0
-442.98672,42.372684,11.872126,18.784431,13.498982,12.283117,8.861874,10.275824,7.3059025,4.4141083,5.89948,2.077313,5.6767454,0
-444.30948,41.478,11.058033,17.555023,12.213795,9.989005,7.925046,10.091217,5.59005,3.7183175,6.8406053,3.5489502,6.911925,0
-449.03827,39.230743,10.966461,16.074219,11.647915,8.833851,7.1550694,8.876127,4.0378776,3.4627333,6.465435,2.8044643,5.5042343,0
-451.20538,39.208317,11.376251,15.253778,12.109137,9.038778,6.25202,5.2699785,1.9807433,3.804698,5.728289,1.621056,2.73142,0
