Coefficients,Instruments
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.099464335,
1.9855981,
3.8592875,
5.112,1
6.2403135,1
7.296667,1
8.375427,1
9.638753,1
10.62274,1
11.652168,1
12.78444,1
13.669681,1
14.470622,1
15.330997,1
16.16995,1
16.978514,1
19.593355,1
21.476276,1
21.912418,1
21.518822,1
21.25835,1
22.51803,1
23.874325,1
25.185825,1
26.142075,1
26.91918,1
26.778263,1
26.213604,1
26.003475,1
29.129238,1
33.468044,1
36.065018,1
36.97956,1
37.539497,1
38.408966,1
40.30859,1
41.628742,1
40.826946,1
40.234947,1
40.93638,1
41.490967,1
42.392,1
43.96365,1
53.94745,1
90.01347,1
118.66379,1
136.42607,1
145.63089,1
148.98105,1
150.41373,1
151.91937,1
152.54611,1
152.81683,1
152.55252,1
152.2128,1
152.50089,1
152.33755,1
151.71365,1
150.4173,1
148.74924,1
147.51294,1
147.57768,1
148.72412,1
149.58734,1
149.18704,1
147.59836,1
145.53754,1
143.71217,1
