Coefficients,1,2,3,4,5,6,7,8,9,10,11,12,Instruments
-557.18787,3.5590649,3.5402453,3.5092251,3.4665146,3.4128022,3.3489513,3.2759604,3.1949377,3.1071033,3.0136924,2.9159884,2.8152494,0
-552.94556,9.49545,9.289879,8.95695,8.510618,7.9693046,7.3548565,6.691346,6.0037565,5.3166933,4.6530533,4.0329866,3.4729447,0
-550.66974,12.666013,12.31973,11.762054,11.0208,10.132307,9.139046,8.086889,7.0222187,5.989093,5.0266643,4.167039,3.4337223,1
-550.88086,12.388319,12.103203,11.642578,11.0273285,10.284866,9.447434,8.550171,7.6290264,6.7187157,5.850794,5.052048,4.34324,1
-552.9687,9.501148,9.408482,9.256044,9.046788,8.784744,8.47489,8.123037,7.735671,7.319778,6.8826637,6.4317665,5.974478,1
-554.3121,7.620082,7.58329,7.5223,7.437605,7.329879,7.199993,7.0489783,6.8780365,6.688512,6.4818926,6.2597837,6.0238943,1
-554.6445,7.151371,7.118537,7.064102,6.9884977,6.892309,6.7762985,6.641369,6.488568,6.319072,6.1341825,5.9353046,5.7239366,1
-554.7458,7.008671,6.9775558,6.925958,6.854267,6.7630315,6.652931,6.524791,6.379569,6.2183414,6.0422945,5.8527145,5.650969,1
-554.6568,7.1343,7.102683,7.0502534,6.977398,6.884664,6.7727356,6.6424417,6.4947343,6.3307076,6.151537,5.958516,5.7530203,1
-554.7064,7.0643554,7.033354,6.9819455,6.910514,6.819606,6.7098947,6.582202,6.437474,6.276784,6.101304,5.9123116,5.7111635,1
-554.9038,6.7858305,6.7567663,6.708577,6.64163,6.556448,6.453676,6.3341026,6.1986294,6.0482864,5.8841915,5.707567,5.5197067,1
-554.9169,6.767393,6.738313,6.690094,6.6231136,6.5378733,6.4350405,6.3153906,6.1798306,6.029393,5.8651943,5.6884513,5.500469,1
-554.55255,7.279599,7.241756,7.1790895,7.092207,6.981935,6.8493333,6.695657,6.5223513,6.3310246,6.1234417,5.9014826,5.667129,1
-553.98956,8.069975,8.014463,7.922697,7.795781,7.635249,7.4430237,7.221394,6.972976,6.7006745,6.4076314,6.097185,5.772809,1
-553.57184,8.657923,8.594065,8.488525,8.342617,8.158165,7.937444,7.683178,7.398468,7.0867662,6.7518024,6.397541,6.0281086,1
-553.3823,8.925627,8.860815,8.753695,8.605581,8.418314,8.194183,7.935932,7.6466856,7.3299317,6.9894323,6.629197,6.2534018,1
-553.4372,8.847935,8.783005,8.675703,8.527391,8.339933,8.115692,7.85746,7.5684423,7.2521906,6.912552,6.5536127,6.1796236,1
-553.8357,8.286049,8.226387,8.127787,7.9915004,7.819232,7.6131463,7.375805,7.1101446,6.8194017,6.5071096,6.1769943,5.832947,1
-554.64777,7.1426497,7.0976048,7.0231013,6.9199715,6.789379,6.6327786,6.451912,6.2487583,6.0255547,5.7846813,5.5287094,5.2603087,1
-554.9892,6.660392,6.6173,6.545966,6.4471207,6.3217626,6.1711607,5.996825,5.800498,5.5841093,5.349785,5.099786,4.8364964,1
-554.42615,7.450331,7.388412,7.286027,7.1443815,6.965139,6.7503924,6.502638,6.2247343,5.9198465,5.5914316,5.243157,4.8788543,1
-554.13055,7.864876,7.7924566,7.6727586,7.5072594,7.298005,7.047561,6.7589865,6.4357796,6.081813,5.7013035,5.2987175,4.8787165,1
-554.3206,7.5982013,7.532344,7.4234657,7.2728634,7.0823417,6.8541584,6.591013,6.2959948,5.972526,5.624341,5.2554007,4.869846,1
-554.7278,7.029909,6.9863586,6.9142485,6.814284,6.68743,6.5349245,6.358236,6.1590633,5.9393015,5.7010345,5.4465003,5.1780596,1
-554.9888,6.665997,6.6379156,6.5913763,6.526761,6.444605,6.345584,6.2305126,6.1003275,5.9560833,5.7989397,5.630149,5.4510384,1
-554.80286,6.9302025,6.9059763,6.865802,6.8099756,6.7389145,6.653139,6.5532827,6.440074,6.314328,6.1769505,6.028917,5.871265,1
-554.23004,7.7366266,7.7015314,7.643405,7.562786,7.4604254,7.3372674,7.1944437,7.033249,6.855157,6.6617413,6.4547167,6.235883,1
-553.7299,8.438821,8.388325,8.304817,8.18927,8.043015,7.867738,7.6654425,7.4384146,7.189207,6.9205775,6.635461,6.3369217,1
-553.59045,8.635265,8.582548,8.495346,8.374638,8.221773,8.038455,7.8267083,7.588847,7.3274746,7.045371,6.745532,6.431074,1
-553.65955,8.539743,8.493614,8.417242,8.311365,8.177027,8.015528,7.8284297,7.617521,7.3848133,7.1324883,6.8628883,6.57848,1
-553.6739,8.519394,8.473034,8.396311,8.290021,8.155289,7.9935017,7.8063326,7.5956917,7.363721,7.11273,6.8452034,6.563732,1
-553.6647,8.5308895,8.479868,8.395533,8.278915,8.131445,7.9549155,7.751457,7.523507,7.2737665,7.0051575,6.720779,6.423855,1
-553.7227,8.448034,8.394939,8.307223,8.18602,8.032917,7.849881,7.639269,7.4037604,7.1463223,6.870164,6.5786858,6.275406,1
-553.77057,8.380026,8.325954,8.236609,8.113136,7.9571195,7.77054,7.5557623,7.3154764,7.0526752,6.770584,6.472624,6.162347,1
-554.1235,7.882408,7.8325825,7.7502356,7.636402,7.4925065,7.320338,7.1220217,6.89999,6.6569347,6.395772,6.1195874,5.8315954,1
-554.89026,6.8025074,6.7659454,6.705491,6.621845,6.5160027,6.3891764,6.242837,6.0786467,5.8984776,5.704316,5.4982977,5.2826314,1
-556.122,5.068458,5.055588,5.0342345,5.0045414,4.966708,4.9209847,4.867672,4.807114,4.7396975,4.665842,4.5859995,4.5006456,1
-556.39966,4.676015,4.663759,4.6434197,4.6151237,4.5790577,4.53544,4.4845467,4.4266853,4.3622284,4.291545,4.2150626,4.1332245,1
-556.05334,5.16234,5.1402054,5.103538,5.0526714,4.988066,4.910306,4.820086,4.7182136,4.6055923,4.483209,4.352128,4.213476,1
-555.763,5.5712,5.54348,5.497574,5.433918,5.3531284,5.255962,5.143341,5.016321,4.8761015,4.723973,4.5613413,4.389688,1
-555.5934,5.810252,5.7800694,5.7301154,5.660898,5.573144,5.467738,5.3457627,5.2084465,5.0571766,4.893447,4.71887,4.535136,1
-555.31335,6.204483,6.1691437,6.11072,6.0299325,5.9277554,5.805428,5.6644115,5.5063834,5.3331976,5.146858,4.949487,4.7432942,1
-554.739,7.01407,6.9705887,6.8987417,6.799449,6.673984,6.523936,6.3511972,6.157922,5.9465084,5.7195225,5.479689,5.229835,1
-554.21094,7.7597036,7.712756,7.6351213,7.52771,7.39177,7.228879,7.04091,6.8300047,6.5985546,6.349133,6.0844884,5.8074846,1
-553.9147,8.180568,8.139311,8.070946,7.976069,7.855502,7.710287,7.5416718,7.351099,7.1401887,6.91072,6.6646137,6.4039063,1
