Coefficients,1,2,3,4,5,6,7,8,9,10,11,12,Instruments
-426.09845,11.687692,-1.65237,8.213648,0.46387872,-11.752077,-4.810934,0.0794174,-0.6556611,2.6275969,4.630637,4.920258,5.058575,0
-373.67874,29.20802,-8.282436,22.153221,-0.70169294,-15.862814,-6.693641,1.3643197,1.1070609,5.651299,-1.7804536,2.2120404,7.4385858,0
-334.75424,35.92235,-13.396458,25.789963,-6.665283,-13.722223,-5.7711544,3.0543933,2.887237,5.269965,-1.7514714,-0.3633447,7.9679604,0
-312.9256,39.026306,-16.877914,24.918861,-9.461257,-11.282633,-2.543553,3.962279,2.70954,4.110785,-1.4596318,-1.2671533,7.715907,0
-302.91092,41.537987,-18.799467,23.3848,-11.570773,-9.533279,0.31840646,4.5357676,2.7613344,4.5199246,-0.18418789,-2.592934,5.119425,0
-298.25256,44.861473,-18.556023,22.738058,-14.388442,-9.294,1.9515452,4.7978706,3.5427861,5.961675,2.5118122,-4.85847,1.6005543,0
-295.84998,47.34339,-16.502323,22.698448,-17.400677,-10.355708,2.3908253,4.2976284,3.6261725,6.846592,4.3881717,-6.9552326,0.17067394,0
-296.16144,47.03077,-14.90757,22.708542,-19.310364,-10.416498,3.097989,3.8440814,3.3394787,7.72885,3.1471841,-8.384459,0.8070563,0
-296.74805,45.316437,-15.766216,22.743694,-19.065855,-8.562493,4.0547743,3.6025138,2.407363,8.631487,0.7970773,-8.422374,1.3647885,0
-296.81732,43.395668,-18.100874,22.798214,-17.997688,-6.954405,4.3310447,2.74931,0.7356606,9.381285,0.18299782,-7.9455004,0.3360512,0
-296.918,42.091606,-19.689907,22.371456,-17.675087,-7.464616,4.0991087,2.7454705,0.7814622,10.025665,0.49072266,-7.664212,-0.64944506,0
-297.3647,41.185524,-20.835972,22.480816,-16.547478,-8.642833,4.420332,4.5988636,2.3773777,8.642051,0.2510141,-5.7023306,1.0445361,0
-298.80905,39.09424,-22.141739,23.616123,-15.368076,-8.700777,6.501857,6.079778,2.6135383,5.168175,-0.42458034,-2.0718303,4.4191294,0
-300.21405,37.03185,-22.691664,25.767094,-14.397836,-8.256275,8.802732,7.0619164,1.5252686,2.2361495,-0.2830732,1.0289897,6.839592,0
