Coefficients,Instruments
15.709929,
28.44202,
38.934547,
45.34411,
48.049885,
49.776802,
52.152565,
53.232597,
52.36712,
49.415817,
46.869415,
45.972366,
46.394043,
47.212345,
48.72815,
50.24232,
51.248165,
51.087173,
50.42298,
49.6341,
48.293674,
47.670536,
47.907173,
48.338165,
48.206253,
46.858765,
47.15177,
53.732983,
61.23384,
64.257996,
61.237663,
54.623844,
50.580338,
51.35485,
52.563866,
52.235893,
50.811058,
50.391037,
51.88839,
53.41739,
55.623154,
56.612858,
55.103558,
53.488285,
53.82372,
54.415596,
53.630642,
51.67266,
50.9523,
56.342583,
63.218002,
68.89122,9
74.22972,9
79.09175,9
82.62732,9
84.79645,9
86.896416,9
89.347046,9
90.63206,9
90.91894,9
90.52142,9
90.87575,9
95.3084,9
99.931526,9
101.97647,9
101.71865,9
100.23074,9
97.63404,9
98.31995,9
100.170746,9
101.74873,9
102.75102,9
105.31036,9
107.43471,9
108.57701,9
108.41803,9
107.11459,9
106.94226,9
109.118416,9
108.91744,9
107.41467,9
106.79078,9
110.67014,9
115.995804,9
117.73421,9
117.220184,9
115.29641,9
112.969284,9
113.477585,9
120.346176,9
133.83406,9
142.00531,9
145.2233,9
143.81094,9
138.21632,9
131.16547,9
128.36147,9
129.90244,9
134.06818,9
136.59784,9
136.59485,9
136.18243,9
134.30566,9
132.82742,9
132.73798,9
132.51636,9
133.45978,9
133.60117,9
132.58626,9
131.44644,9
129.92744,9
128.51625,9
128.8933,9
129.89537,9
129.25002,9
127.64986,9
127.61525,9
129.06256,9
129.25044,9
127.17366,9
122.7115,9
120.23922,9
122.400894,9
127.55273,9
129.7303,9
128.5869,9
126.7198,9
127.61461,9
131.01364,9
133.84692,9
134.57425,9
133.50064,9
130.80685,9
126.672646,9
124.140594,9
123.27009,9
123.29639,9
122.19148,9
119.86775,9
117.76961,9
116.85093,9
116.20878,9
116.76878,9
117.22859,9
117.36674,9
116.08626,9
114.19484,9
111.82762,9
110.95758,9
112.57625,9
128.40312,9
153.66412,9
169.34018,9
176.85422,9
177.50684,9
171.9164,9
161.50166,9
156.10638,9
154.24588,9
152.03598,9
149.02998,9
145.35268,9
141.94907,9
139.36511,9
136.45851,9
134.58907,9
134.10147,9
133.1624,9
133.24185,9
133.42508,9
132.79951,9
130.4321,9
126.86587,9
124.38479,9
125.25572,9
128.36455,9
128.82889,9
127.96879,9
126.13716,9
125.128365,9
128.3652,9
134.45831,9
139.21957,9
142.11957,9
144.13318,9
145.3793,9
145.40524,9
146.66411,9
147.80154,9
148.28635,9
149.41107,9
151.00305,9
152.45857,9
153.62126,9
153.58386,9
152.24152,9
150.8194,9
150.4548,9
149.57883,9
152.48651,9
158.49695,9
160.9222,9
159.01096,9
153.86697,9
146.74722,9
140.83546,9
140.0365,9
139.26863,9
137.58057,9
136.93872,9
136.70816,9
136.33124,9
136.16353,9
135.37772,9
135.05289,9
136.03848,9
136.19455,9
136.42468,9
139.48068,9
142.84592,9
143.87964,9
140.59662,9
135.53833,9
132.90083,9
131.82907,9
131.22307,9
128.38597,9
127.628235,9
128.15799,9
130.19989,9
131.49805,9
131.76692,9
131.445,9
129.60861,9
127.20363,9
126.82466,9
125.704704,9
124.097,9
123.06827,9
124.811,9
126.21507,9
126.50544,9
125.801704,9
123.69931,9
123.03676,9
123.39818,9
123.97171,9
123.87216,9
126.366135,9
139.83191,9
153.8817,9
161.76355,9
163.21548,9
160.0163,9
153.90244,9
145.88437,9
143.94041,9
143.25067,9
142.54305,9
140.72194,9
138.76907,9
139.55283,9
141.87749,9
143.59164,9
143.914,9
142.74904,9
142.23747,9
142.69788,9
142.85371,9
141.73654,9
138.8622,9
137.02762,9
138.1427,9
139.02444,9
138.13177,9
136.72661,9
135.78525,9
135.14865,9
133.81339,9
132.65454,9
132.39104,9
132.971,9
133.26675,9
132.03273,9
130.48091,9
129.71674,9
130.09741,9
131.08023,9
131.60178,9
130.30743,9
129.26978,9
128.85692,9
128.23466,9
128.19803,9
127.13176,9
125.482376,9
124.442764,9
122.95526,9
120.74315,9
119.07676,9
118.57884,9
119.8577,9
122.73572,9
125.5235,9
127.04962,9
126.147675,9
123.18246,9
120.93779,9
120.25545,9
119.55086,9
118.04189,9
117.80132,9
119.31964,9
122.31481,9
124.65852,9
125.98525,9
126.30705,9
125.83787,9
125.27821,9
123.9215,9
122.668625,9
119.40669,9
115.62123,9
114.73875,9
114.467186,9
114.91782,9
116.78753,9
121.77997,9
126.941475,9
130.9668,9
135.1997,9
140.67163,9
143.55821,9
141.83046,9
135.02518,9
123.75102,9
114.53059,9
113.67685,9
113.973335,9
113.3421,9
112.9209,9
113.72795,9
115.27449,9
117.429825,9
119.61191,9
119.91803,9
117.82861,9
115.42206,9
113.81241,9
114.25629,9
115.24332,9
114.846985,9
113.25668,9
111.87986,9
111.549576,9
111.57597,9
112.13292,9
113.1089,9
115.0724,9
116.07411,9
115.1054,9
113.85899,9
113.3185,9
113.949234,9
115.4055,9
116.64815,9
117.9397,9
118.09886,9
117.36238,9
117.05563,9
118.56096,9
126.69887,9
139.11652,9
146.15283,9
146.3262,9
141.78801,9
136.60196,9
132.10188,9
130.004,9
127.53613,9
125.36366,9
124.417404,9
127.12021,9
130.44044,9
131.46729,9
130.71837,9
129.29544,9
128.21603,9
127.5639,9
128.7637,9
130.73929,9
132.06297,9
132.24695,9
131.81902,9
130.49203,9
128.74933,9
126.30131,9
125.19176,9
125.03111,9
124.76273,9
123.644875,9
122.518585,9
121.211044,9
123.90495,9
133.96323,9
146.45615,9
153.73517,9
156.35013,9
154.97525,9
150.39777,9
146.83368,9
145.73425,9
144.57008,9
143.88797,9
144.767,9
144.65158,9
143.32758,9
142.71875,9
143.59427,9
144.30292,9
143.93054,9
142.31891,9
140.99045,9
141.32935,9
140.8898,9
139.31839,9
139.19235,9
139.75842,9
138.70184,9
135.61874,9
133.12042,9
132.39682,9
132.52023,9
131.86356,9
134.65622,9
142.27884,9
148.71805,9
152.5044,9
152.38809,9
149.46736,9
146.55542,9
145.16483,9
145.11002,9
145.9857,9
146.74689,9
146.00946,9
144.75514,9
143.30716,9
142.815,9
143.40723,9
144.65704,9
143.8694,9
142.05759,9
139.70667,9
137.65558,9
136.92633,9
136.45897,9
136.14615,9
136.92303,9
136.7168,9
135.9076,9
135.94423,9
136.76736,9
136.57632,9
135.55301,9
133.69513,9
132.72562,9
132.84921,9
137.03604,9
141.60468,9
143.2188,9
141.20522,9
136.91248,9
134.68648,9
134.5116,9
133.4563,9
132.38782,9
131.40927,9
130.77394,9
131.45682,9
132.52477,9
133.33093,9
133.16365,9
131.51596,9
129.77788,9
128.27919,9
126.3106,9
123.635,9
120.34601,9
116.81761,9
114.7298,9
115.536896,9
116.82118,9
117.88562,9
118.45774,9
124.15752,9
139.76395,9
150.46799,9
155.2037,9
155.29385,9
152.1601,9
147.36565,9
144.96048,9
143.70108,9
141.96283,9
139.86044,9
137.7172,9
136.18506,9
136.68443,9
136.26096,9
134.59265,9
133.69214,9
134.67902,9
135.99799,9
136.40662,9
137.00113,9
136.3417,9
135.2362,9
134.5325,9
134.99458,9
134.62123,9
132.54813,9
133.38486,9
138.24539,9
142.87016,9
146.07217,9
146.29263,9
142.90466,9
138.90193,9
138.41748,9
137.60179,9
137.24673,9
137.28482,9
136.33057,9
134.1895,9
132.8581,9
134.07455,9
136.27834,9
137.63855,9
136.98044,9
135.75842,9
133.20981,9
130.87357,9
128.59013,9
126.538155,9
124.684395,9
123.44829,9
123.91069,9
125.31508,9
126.13425,9
124.62787,9
121.753624,9
120.59952,9
123.62323,9
133.4123,9
142.04381,9
148.0997,9
156.46771,9
161.77023,9
162.0918,9
158.41942,9
151.26045,9
143.8662,9
139.6326,9
137.22153,9
136.7629,9
137.90695,9
138.65399,9
138.66106,9
137.81778,9
136.6547,9
136.19594,9
135.55612,9
134.33403,9
132.96402,9
131.3367,9
129.99188,9
129.37694,9
128.84229,9
128.23286,9
127.42281,9
128.07864,9
129.3283,9
130.44316,9
138.34439,9
145.962,9
150.18048,9
152.32477,9
151.36905,9
147.35953,9
143.63489,9
141.56024,9
140.23761,9
138.90399,9
137.53217,9
135.66226,9
133.27182,9
130.44286,9
128.42395,9
126.638626,9
125.24676,9
124.40446,9
124.11437,9
124.894196,9
126.16452,9
127.561676,9
127.47097,9
126.64511,9
126.16836,9
126.42215,9
126.89244,9
125.37034,9
132.36554,9
147.96307,9
158.17072,9
162.02454,9
161.57413,9
158.36407,9
153.67545,9
147.75217,9
145.87474,9
144.75713,9
142.35522,9
139.92155,9
139.50403,9
140.3624,9
139.22946,9
136.49873,9
133.34116,9
130.90929,9
129.9256,9
128.99188,9
128.83325,9
128.97427,9
127.81099,9
126.17052,9
125.19859,9
124.10285,9
123.022156,9
121.74222,9
122.03523,9
124.111404,9
127.051025,9
127.88776,9
128.61505,9
141.9862,9
157.45917,9
167.44977,9
170.35735,9
167.48926,9
160.48524,9
154.06915,9
152.81635,9
151.65543,9
149.55492,9
148.66367,9
148.63725,9
149.01465,9
148.87567,9
148.0697,9
147.19055,9
145.84763,9
143.74536,9
141.6159,9
140.8184,9
139.82172,9
138.74155,9
138.25307,9
137.29707,9
136.75842,9
137.49712,9
138.55081,9
138.50708,9
137.61482,9
138.77853,9
141.27783,9
143.2238,9
143.23193,9
141.5225,9
139.22461,9
137.87894,9
135.69502,9
132.59613,9
130.21164,9
129.10712,9
128.33234,9
127.7225,9
126.42609,9
124.72719,9
122.28618,9
119.75667,9
118.98723,9
121.23787,9
123.97406,9
125.27889,9
125.747025,9
127.8874,9
128.86197,9
127.52278,9
125.43602,9
123.96593,9
122.14869,9
119.31978,9
116.89951,9
114.651634,9
114.64721,9
128.08946,9
145.20988,9
155.5167,9
160.59897,9
159.45389,9
152.53078,9
144.62193,9
143.20059,9
145.16937,9
145.79443,9
144.44658,9
143.3016,9
143.70718,9
144.5754,9
144.35721,9
142.38745,9
139.86871,9
138.49747,9
139.3264,9
140.47955,9
141.07831,9
140.6883,9
139.976,9
139.04642,9
137.34799,9
136.41882,9
136.74089,9
135.53047,9
132.08482,9
128.7472,9
127.298645,9
127.44428,9
127.71126,9
129.4768,9
132.58978,9
136.06854,9
138.75552,9
138.77147,9
135.9064,9
132.44127,9
129.15524,9
128.04529,9
127.35064,9
126.72419,9
127.082726,9
127.24979,9
126.79121,9
127.69794,9
128.15833,9
127.23636,9
124.469055,9
120.7285,9
119.45712,9
119.69571,9
119.77354,9
120.61886,9
120.49386,9
120.45036,9
121.30998,9
122.375626,9
124.02326,9
124.57765,9
122.70793,9
120.46664,9
119.57967,9
118.73285,9
117.62981,9
115.97589,9
114.43291,9
113.763275,9
113.7699,9
114.545105,9
115.74046,9
116.47194,9
116.5143,9
116.44339,9
119.76304,9
123.214615,9
123.818405,9
121.89748,9
117.64923,9
112.54735,9
110.19408,9
107.86308,9
105.372635,9
103.96286,9
104.94391,9
106.24416,9
105.46434,9
102.26999,9
99.76101,9
99.150604,9
99.381714,9
98.12706,9
95.98809,9
96.29007,9
96.819855,9
95.86406,9
94.29924,9
93.1873,9
94.07623,9
94.9974,9
94.11622,9
92.84215,9
92.376236,9
92.27768,9
91.262,9
91.37028,9
91.15482,9
90.43248,9
88.922424,9
86.65662,9
84.992355,9
84.87068,9
86.799805,9
92.30101,9
97.33469,9
99.88628,9
99.08849,9
95.3344,9
89.59608,9
84.52859,9
83.37865,9
84.800095,9
85.824295,9
86.09137,9
87.190094,9
88.719925,9
90.379074,9
