Coefficients,Instruments
0.40566018,
3.3505988,
7.796689,
12.936937,
14.442713,
12.245347,
9.548407,
8.330095,
8.783775,
9.072437,
8.634701,
8.212629,
7.734235,
7.6199584,
8.4723015,
9.553091,
10.358998,
10.689105,
10.666076,
10.824621,
10.909726,
11.553556,
12.786437,
13.910322,
14.000047,
13.412277,
12.9321575,
12.547015,
12.880962,
15.96456,
18.5701,
21.221579,
23.86171,
27.265882,
30.578476,
31.22175,
30.383762,
29.730295,
30.936253,
31.966496,
34.217964,
39.147873,
46.416584,
54.36302,
62.56765,
69.27362,8;3
74.87894,8;3
79.54383,8;3
82.52966,8;3
83.74733,8;3
84.16136,8;3
85.02047,8;3
88.00323,8;3
91.38179,8;3
95.196205,8;3
99.7724,8;3
103.30681,8;3
105.86183,8;3
109.49084,8;3
112.23572,8;3
112.86943,8;3
112.98805,8;3
113.53316,8;3
114.15381,8;3
114.91269,8;3
115.53262,8;3
115.5132,8;3
115.10399,8;3
115.687485,8;3
117.49683,8;3
119.40637,8;3
120.52789,8;3
119.842705,8;3
118.714386,8;3
118.59924,8;3
118.871826,8;3
120.3575,8;3
121.75696,8;3
123.31034,8;3
124.72842,8;3
125.78204,8;3
127.508415,8;3
130.5046,8;3
133.00963,8;3
133.79846,8;3
133.19931,8;3
132.46625,8;3
131.74127,8;3
130.22961,8;3
128.1155,8;3
124.98506,8;3
120.77902,8;3
118.428925,8;3
120.07297,8;3
121.70195,8;3
122.54729,8;3
123.10093,8;3
124.72026,8;3
127.42137,8;3
129.50314,8;3
131.36163,8;3
132.39096,8;3
131.37637,8;3
128.62698,8;3
126.1121,8;3
124.80999,8;3
125.35594,8;3
126.859085,8;3
127.489,8;3
127.29399,8;3
126.7695,8;3
126.595055,8;3
126.09311,8;3
125.10465,8;3
124.580154,8;3
124.45657,8;3
124.273155,8;3
123.49345,8;3
122.78427,8;3
122.7384,8;3
123.46538,8;3
124.765945,8;3
126.68662,8;3
129.0376,8;3
131.51886,8;3
133.80276,8;3
135.09056,8;3
135.31525,8;3
134.67497,8;3
134.83623,8;3
134.69995,8;3
133.0517,8;3
130.33437,8;3
130.75787,8;3
135.78491,8;3
140.46207,8;3
141.56369,8;3
140.26123,8;3
137.75426,8;3
134.84186,8;3
132.79865,8;3
132.44193,8;3
134.55298,8;3
137.37231,8;3
138.27167,8;3
138.03447,8;3
137.94305,8;3
137.54434,8;3
136.90436,8;3
136.54865,8;3
136.97198,8;3
138.17297,8;3
139.41833,8;3
140.7299,8;3
142.4057,8;3
143.38132,8;3
142.73187,8;3
141.11221,8;3
139.59164,8;3
139.26114,8;3
139.34525,8;3
139.10056,8;3
139.18774,8;3
140.68716,8;3
141.57672,8;3
140.58508,8;3
137.99333,8;3
134.52057,8;3
133.54025,8;3
135.4632,8;3
136.23111,8;3
135.13594,8;3
135.23131,8;3
137.89496,8;3
140.95938,8;3
141.82578,8;3
140.4899,8;3
138.23013,8;3
135.7695,8;3
134.3833,8;3
135.08273,8;3
135.27466,8;3
135.4266,8;3
135.50266,8;3
134.39427,8;3
132.26541,8;3
130.7146,8;3
129.89426,8;3
129.27827,8;3
129.45738,8;3
131.51352,8;3
134.83722,8;3
137.73251,8;3
138.42905,8;3
136.37122,8;3
132.57178,8;3
130.29254,8;3
129.22481,8;3
129.13426,8;3
131.01877,8;3
131.52722,8;3
130.58057,8;3
130.14401,8;3
130.60922,8;3
