Coefficients,Instruments
2.7147322,
23.43977,
42.1483,
52.674675,
61.347244,
67.48758,
70.492165,
69.88472,
64.720245,
57.774788,
55.80215,
56.33636,
57.853264,
57.130703,
54.358025,
52.20388,
50.645863,
51.474113,
52.95139,
52.472282,
52.00444,
51.144745,
49.892174,
48.40882,
46.824425,
46.1301,
45.085167,
44.09252,
44.35055,
44.47621,
43.947166,
43.885044,
43.13571,
42.080406,
40.99139,
38.824043,
36.917976,
38.629776,
41.136036,
42.932037,
42.75483,
40.477615,
37.653862,
38.239544,
42.23355,
46.727165,
49.450592,
50.626602,
51.919006,
54.012875,
55.284576,
54.851944,
54.58429,
54.04245,
53.819695,
54.05561,
52.310196,
50.53105,
48.916748,
47.47281,
45.71263,
43.23168,
40.808853,
40.33483,
40.053604,
38.84661,
38.734272,
39.809006,
40.005447,
39.05368,
36.1631,
33.00065,
31.967518,
31.282955,
32.01914,
35.206024,
40.031204,
44.89151,
47.653618,
47.716377,
45.94707,
43.94062,
42.720497,
43.42557,
43.437088,
42.54606,
42.08661,
40.7274,
38.93599,
37.071976,
36.004826,
35.67473,
34.303654,
31.003925,
28.664032,
28.5469,
27.9291,
25.938465,
24.392422,
24.113668,
25.467049,
26.556013,
27.186718,
27.554094,
27.866379,
28.798805,
28.537981,
27.878044,
27.832836,
27.499447,
27.798288,
28.2347,
27.826698,
28.514332,
29.797714,
30.76355,
31.812674,
34.565445,
35.9756,
34.732903,
32.12957,
29.736378,
28.778252,
29.142773,
30.378654,
31.489525,
32.45818,
33.929382,
34.34278,
34.642536,
33.480774,
30.800716,
27.753658,
25.085068,
25.969337,
28.979406,
33.033867,
35.491547,
35.389664,
33.67544,
32.985504,
34.98247,
38.50017,
40.202965,
40.20745,
39.70862,
37.098274,
34.104115,
31.919731,
29.936733,
28.825459,
28.192486,
26.374212,
23.56936,
23.523407,
25.148754,
27.030613,
27.826422,
27.923927,
28.16239,
27.247711,
27.302021,
29.588703,
32.028362,
34.317795,
35.248543,
35.552353,
35.29344,
33.458244,
31.531467,
31.723366,
31.972862,
30.190786,
27.533773,
25.753098,
24.556755,
24.787106,
27.539494,
31.665306,
34.42801,
34.429546,
32.916725,
32.36538,
32.735878,
32.821045,
31.888077,
30.480188,
30.786999,
33.07375,
34.935333,
36.38784,
37.831783,
38.801353,
40.041668,
40.212875,
38.61308,
37.17736,
36.59587,
36.941177,
37.97725,
37.626064,
37.22818,
38.527878,
39.61085,
39.025215,
37.496117,
36.702385,
35.53418,
33.67617,
33.255203,
33.279236,
32.87771,
32.786472,
36.36213,
42.67578,
47.35887,
49.813477,
49.92782,
47.659225,
43.679153,
39.23365,
35.468727,
34.636894,
34.348328,
32.956406,
32.509727,
33.19689,
34.429256,
34.395874,
31.86205,
28.273333,
27.538185,
29.18443,
30.517647,
30.043903,
28.763344,
28.059963,
28.37891,
27.686619,
26.657364,
27.19535,
28.34486,
28.724232,
28.127298,
26.431929,
25.41507,
29.71751,
76.81996,
114.183914,3
137.17485,3
153.29044,3
164.65155,3
171.95667,3
175.46059,3
177.0776,3
176.56396,3
174.7009,3
173.99814,3
173.98149,3
173.92377,3
173.4477,3
172.77188,
172.08357,
171.59764,
170.00598,
168.1979,
166.73296,
163.7189,
160.96173,
158.5634,
155.7825,
151.90746,
147.89334,
144.8969,
145.21114,3
154.97528,3
167.08115,3
175.22902,3
178.4743,3
178.23975,3
176.44144,3
174.81802,3
173.17259,3
172.58919,3
171.90112,3
171.13382,3
172.1952,3
172.58105,3
170.87465,3
167.5387,
164.64685,
163.45734,
161.68938,
159.83464,
158.22852,
155.78186,
153.38034,
152.11841,3
150.23947,3
147.30777,3
151.40921,3
161.20425,3
168.61316,3
171.97789,3
172.44772,3
173.44557,3
175.10548,3
177.34074,3
180.01932,3
181.32806,3
180.73828,3
177.62453,3
173.2511,
170.87444,
171.17368,
171.83505,
170.59595,
167.81583,
164.6538,
161.04529,
157.26263,
154.27028,
151.3807,
148.84625,
147.68298,
146.25714,3
147.06555,3
155.23827,3
163.10934,3
168.04138,3
171.00644,3
172.06104,3
170.98099,3
169.2433,3
168.92981,3
169.53284,3
170.02249,3
169.82355,3
167.91165,
164.03734,
160.62381,
158.1236,
157.27612,
157.8406,
156.67293,
154.48647,
152.50607,
149.69266,
145.92517,
142.84042,
141.825,3
145.09044,3
155.16425,3
166.3774,3
173.3241,3
175.21634,3
175.01193,3
175.43582,3
176.53732,3
176.5899,3
174.94446,3
171.86188,3
168.1911,3
163.94302,3
160.96994,3
160.10089,
159.94072,
159.47916,
158.211,
156.73822,
155.59624,
154.10246,
152.36774,
150.99643,
150.66594,
150.02158,
151.22449,
155.39426,
161.26396,
167.54846,3
173.16513,3
177.06427,3
180.28004,3
182.83243,3
183.64586,3
183.61368,3
185.39313,3
186.03668,3
187.28671,3
189.41348,3
190.98036,3
190.9405,3
189.19951,3
186.36386,3
183.91312,3
183.19427,3
183.27347,3
182.97482,3
182.4006,3
181.20306,3
180.81404,3
183.02167,3
186.13536,3
188.35104,3
188.28934,3
184.78369,3
181.96753,3
184.3375,3
188.0072,3
189.66916,3
188.13596,3
184.93114,3
182.47684,3
180.83154,3
179.31091,3
174.60495,
167.87837,
162.26505,
157.32819,
148.99219,
138.01462,
130.3457,
127.25101,
128.55125,
132.3573,
137.0654,
143.36215,
152.33081,
158.15446,3
160.34967,3
162.71445,3
167.3335,3
169.66612,3
168.94386,3
167.26102,3
166.23285,3
165.5913,3
163.97696,3
161.29204,3
158.35483,3
157.42976,3
157.63365,3
159.16084,3
160.82004,
160.38037,
158.19002,
155.39845,
153.55234,
152.53412,
152.92897,
154.25145,
156.46098,
160.01746,
164.79776,3
168.5921,3
171.01358,3
173.8588,3
177.42865,3
179.89035,3
180.68777,3
180.98352,3
180.49756,3
178.86063,3
176.26987,3
175.24509,3
176.34464,3
178.20995,3
178.82373,3
178.04562,3
177.55148,3
176.33887,3
173.29886,3
170.48947,3
169.9042,3
170.10599,3
172.18613,3
174.43648,3
176.54276,3
179.3048,3
182.33334,3
184.2793,3
183.98563,3
182.92458,3
182.34216,3
182.58284,3
181.95016,3
180.23363,3
178.79288,3
177.13695,3
175.43976,3
174.17055,3
172.84305,3
171.14536,3
168.65143,3
167.35596,3
167.1463,3
165.84894,
163.70189,
163.70036,3
168.58003,3
172.7708,3
174.89398,3
177.15143,3
179.43835,3
180.9144,3
181.88937,3
181.0174,3
179.068,3
176.80281,3
173.46844,3
169.98584,3
167.28664,
165.36212,
162.36624,
161.00706,
162.95084,
165.14642,
164.80301,
163.35634,
163.12299,3
163.04865,3
163.54694,3
168.09723,3
173.25165,3
177.21423,3
180.1893,3
182.1297,3
182.86359,3
182.20578,3
181.1036,3
182.18599,3
184.58878,3
183.82419,3
180.0805,3
175.59558,3
175.30197,3
178.97882,3
182.58395,3
184.88173,3
185.23094,3
184.75623,3
184.22534,3
182.7438,3
181.2363,3
180.67899,3
180.49432,3
179.79019,3
178.37567,3
180.51752,3
184.47778,3
186.15942,3
185.79889,3
184.91339,3
184.42332,3
183.42801,3
181.6379,3
178.88431,3
176.98816,3
178.89178,
180.16896,
178.90462,
176.73581,
174.4696,
173.1911,
172.60281,
172.43915,
172.59537,
172.35895,
171.27458,
168.73001,3
165.44489,3
165.98407,3
170.22972,3
173.91939,3
177.0694,3
180.46283,3
183.42667,3
185.22316,3
185.12798,3
182.91765,3
180.50461,3
177.19246,3
173.27594,3
169.45169,3
166.30563,
165.27728,
164.56604,
164.06177,
163.88281,
163.71129,
162.57608,
161.96707,
161.71384,
159.60701,
156.80331,
157.81235,
161.9065,
168.40628,3
172.70099,3
173.22418,3
173.41208,3
174.36667,3
176.03836,3
177.62364,3
177.87756,3
176.98718,3
172.59402,3
166.16074,3
163.41382,3
167.5427,3
174.28212,3
176.91806,3
174.8693,3
171.788,3
170.44016,3
170.22177,3
169.41414,3
167.51816,3
166.07109,3
167.25198,3
166.71611,3
168.00117,3
171.15178,3
173.51527,3
175.39615,3
177.14276,3
177.38272,3
176.78006,3
176.58907,3
177.33112,3
178.53214,3
178.29402,3
176.63004,3
176.33447,3
176.87701,3
176.98782,3
176.03485,3
173.94635,3
172.36441,3
171.35161,3
169.97134,3
168.19934,3
166.95567,
165.62515,
165.71263,
167.19537,
168.79291,3
171.47247,3
174.07198,3
177.44748,3
180.56969,3
181.30241,3
180.01575,3
176.3912,3
172.24017,3
169.6789,3
167.43353,3
165.6433,3
164.74487,3
163.77188,3
162.2827,
160.8924,
159.98825,
159.64337,
159.3416,
158.8457,
156.54233,
153.2149,
153.7352,
162.08542,3
172.81854,3
180.53482,3
183.9997,3
184.37743,3
182.87144,3
182.01085,3
181.75075,3
181.77734,3
180.84746,3
179.40347,3
177.16467,3
175.42963,3
175.42102,3
176.23369,3
177.44592,3
179.62592,3
180.18037,3
178.55136,3
176.17953,3
175.46199,3
176.61136,3
178.05652,3
178.1413,3
176.35922,3
176.52116,3
178.05121,3
178.7642,3
179.76309,3
180.28233,3
181.14029,3
182.25581,3
183.02853,3
184.05717,3
184.57271,3
183.01874,3
182.01544,3
182.83208,3
184.07185,3
185.45546,3
187.371,3
188.71921,3
189.74829,3
190.38412,3
190.55647,3
190.2775,3
189.77356,3
189.35233,3
188.99687,3
187.80765,3
185.42633,3
183.03696,3
182.949,3
185.5741,3
188.03908,3
188.87578,3
187.88763,3
186.41267,3
185.58167,3
184.48643,3
182.71461,3
180.18283,3
178.61208,3
178.53204,3
177.94704,3
177.93498,3
179.98592,3
183.11401,3
184.77759,3
183.78339,3
182.17842,3
182.03264,3
182.64328,3
182.86905,3
180.8302,3
179.62106,3
180.81131,3
179.86768,3
177.46135,3
174.21014,3
172.29144,3
171.24237,3
169.63968,3
167.45195,3
166.96982,3
168.31772,3
168.86728,3
169.23282,3
171.73349,3
175.87106,3
179.2236,3
180.34387,3
178.405,3
174.41417,3
169.86057,3
165.72708,3
161.86388,3
159.02245,3
159.4214,3
160.2449,3
163.05904,3
169.09488,3
172.30318,3
172.08313,3
170.63754,3
170.2829,3
170.82806,3
171.01398,3
170.68582,3
169.54721,3
167.34244,3
164.21835,3
162.60866,3
162.66736,3
161.48209,3
158.07825,3
153.58151,3
150.48189,3
149.08023,3
148.12025,3
147.19392,3
145.9398,3
145.17552,3
145.93289,3
147.09291,3
148.92465,3
153.17365,3
157.69785,3
160.51514,3
160.57828,3
157.40729,3
152.56616,3
147.79169,3
143.38869,3
140.09302,3
139.01227,3
139.31938,3
139.42296,3
138.22017,3
137.90341,3
139.1182,3
140.24918,3
139.98343,3
138.12674,3
134.9516,3
133.24518,3
133.25517,3
133.19096,3
133.53096,3
132.2132,3
128.76549,3
127.11908,3
130.46085,3
136.02965,3
142.2276,3
146.5372,3
148.15009,3
148.95538,3
149.45518,3
149.02087,3
148.13028,3
147.25217,3
146.82007,3
147.1431,3
148.18115,3
148.78804,3
149.92918,3
150.52673,3
150.16135,3
148.65837,3
146.5199,3
144.77489,3
142.73993,3
139.95428,3
137.42285,3
137.06262,3
139.87161,3
146.30505,3
155.64041,3
165.0051,3
170.06854,3
170.33945,3
169.23566,3
168.08691,3
167.47792,3
165.74979,3
161.48712,3
157.61618,3
155.82764,3
155.16547,3
155.20131,3
155.07794,3
155.02068,3
155.6582,3
156.47467,3
157.63368,3
158.7406,3
159.30505,3
158.77524,3
157.97977,3
157.49084,3
156.75685,3
156.99832,3
160.43445,3
164.5765,3
167.21,3
167.46765,3
165.30075,3
160.80803,3
157.20023,3
155.76358,3
155.15591,3
155.19342,3
155.90356,3
156.45673,3
157.5459,3
160.35632,3
163.34111,3
164.98827,3
164.95172,3
163.40494,3
161.97931,3
160.63716,3
159.39629,3
158.53453,3
157.6113,3
158.15369,3
157.92796,3
154.5296,3
151.58398,3
149.94025,3
149.21262,3
149.62775,3
150.45789,3
150.93399,3
150.16006,3
147.67612,3
144.91858,3
142.99059,3
142.44435,3
145.16669,3
148.8984,3
152.0658,3
153.71555,3
152.76764,3
150.30704,3
147.73715,3
146.62054,3
147.21304,3
146.48904,3
144.61317,3
143.96306,3
147.49142,3
153.9696,3
156.8296,3
155.91988,3
153.82272,3
153.2247,3
154.529,3
155.10863,3
153.61192,3
150.27249,3
147.67587,3
146.41689,3
146.65189,3
149.02863,3
152.35449,3
155.23813,3
157.0402,3
156.78189,3
154.23589,3
150.81894,3
148.92914,3
148.7763,3
148.84778,3
148.85733,3
148.42264,3
149.07967,3
150.49734,3
154.67921,3
160.54901,3
165.71677,3
167.79497,3
167.63062,3
167.81717,3
168.19485,3
167.8088,3
165.56177,3
162.52322,3
161.58795,3
163.01794,3
163.75433,3
162.12944,3
159.99759,3
158.85187,3
160.3026,3
162.5953,3
164.58635,3
166.71112,3
167.6378,3
166.95636,3
165.18802,3
167.04764,3
173.3001,3
175.53668,3
174.30505,3
171.38995,3
166.94572,3
162.32594,3
158.29555,3
155.34543,3
154.62111,3
155.61385,3
158.21213,3
159.82988,3
159.40366,3
157.00217,3
155.81128,3
156.9502,3
158.29199,3
159.46109,3
158.70868,3
156.76248,3
154.71704,3
153.34264,3
154.12038,3
159.10599,3
164.19308,3
167.14288,3
167.90411,3
167.14223,3
164.80469,3
162.03654,3
160.48431,3
159.0234,3
157.08945,3
155.2084,3
153.88455,3
153.54999,3
153.29376,3
153.53494,3
155.08493,3
157.93619,3
160.57843,3
160.97751,3
158.71957,3
156.17334,3
155.74033,3
154.61896,3
152.93839,3
152.66763,3
154.53195,3
156.85129,3
159.73526,3
164.9453,3
169.0026,3
170.37675,3
169.79846,3
167.87788,3
165.08963,3
162.89429,3
162.01398,3
161.37802,3
162.16309,3
164.51541,3
165.97815,3
165.51047,3
165.9859,3
166.89682,3
166.24957,3
163.59259,3
160.8776,3
160.47525,3
160.855,3
161.32663,3
160.88138,3
161.4762,3
161.44766,3
159.44891,3
158.17493,3
159.225,3
160.6849,3
160.34143,3
160.00137,3
162.23172,3
167.14954,3
170.33865,3
169.25371,3
165.43602,3
162.36475,3
160.39853,3
160.9993,3
163.28702,3
165.41922,3
165.99034,3
164.44275,3
163.19156,3
163.4595,3
162.53665,3
161.0806,3
161.8427,3
165.54019,3
170.18137,3
174.21967,3
175.64911,3
173.0652,3
168.59283,3
165.68005,3
164.12433,3
164.47835,3
166.06189,3
165.74933,3
164.52562,3
163.25478,3
162.59937,3
163.03827,3
163.7985,3
162.65016,3
158.64162,3
154.83102,3
153.32053,3
153.41211,3
153.0162,3
151.24054,3
150.35364,3
150.58917,3
150.23111,3
151.36493,3
153.96362,3
155.64453,3
153.62741,3
151.1206,3
150.30606,3
149.82245,3
147.2473,3
142.72964,3
138.68079,3
136.86841,3
138.4808,3
141.8746,3
144.89526,3
147.1741,3
148.33691,3
148.1142,3
147.13696,3
146.59425,3
146.63408,3
146.83517,3
146.74948,3
145.47664,3
143.75757,3
142.83977,3
141.52377,
139.39908,
136.55539,
134.15909,
132.09027,
130.04752,
128.1734,
127.44332,
127.636154,
129.66135,
132.19165,
134.12085,
135.08154,
133.67392,
131.683,
131.01775,
131.51363,
133.474,
134.42516,
133.07959,
129.13364,
124.86011,
122.28682,
120.8553,
120.69153,
119.88399,
118.76076,
119.48889,
119.87953,
120.934784,
134.42178,
150.50314,
163.17383,
170.59149,
173.29303,3
172.2514,3
168.68161,3
164.70816,3
164.4419,3
168.74158,3
173.56326,3
176.39099,3
176.53336,3
174.25789,3
171.96976,3
171.48347,3
172.49074,3
173.57861,3
173.90222,3
173.5258,3
172.55026,3
171.59157,
171.05954,
170.35806,
169.51431,
167.98999,
166.45786,
164.69182,
162.50397,
161.23717,
159.92886,
158.68707,
158.92899,
159.58911,
160.65608,
166.0548,3
172.91144,3
177.27673,3
179.06802,3
178.6365,3
177.76964,3
175.72949,3
172.0961,3
170.23314,3
170.71106,3
171.82211,3
172.30344,3
171.65802,3
170.20334,3
168.80551,
168.11531,
168.20091,
168.1752,
166.81415,
163.48318,
157.6085,
152.02855,
148.95132,
147.12378,
146.3024,
150.89703,
157.11092,
161.9256,3
166.7576,3
171.11926,3
175.03352,3
178.4815,3
180.67354,3
181.45291,3
181.3489,3
179.96877,3
177.08264,3
172.71802,3
168.50085,3
165.07532,3
162.23462,3
159.57047,3
156.51007,3
153.45279,
151.8786,
150.56905,
149.35797,
148.12656,
146.6138,
143.66864,
142.98943,
149.08084,3
157.52794,3
163.695,3
168.67969,3
171.99847,3
174.48647,3
175.41885,3
175.23334,3
174.74326,3
174.25546,3
173.18329,3
171.40048,3
169.53577,3
167.63127,
166.69676,
166.11368,
164.30252,
162.72382,
160.47476,
153.69005,
145.02237,
138.10396,
133.02615,
130.31747,
131.16486,
137.56104,
146.65097,
155.67911,3
162.3487,3
166.40952,3
168.55331,3
169.41998,3
170.1897,3
171.1974,3
170.91235,3
169.25291,3
167.07983,3
165.75754,3
166.362,3
166.85623,3
164.88057,3
161.04602,
157.47565,
156.53418,
157.90652,
158.38412,
157.04181,
154.44972,
151.16426,
146.80331,
145.2468,
150.38675,
157.90889,
164.89575,
172.12712,3
179.81155,3
186.29219,3
189.67523,3
190.16794,3
188.72165,3
185.9487,3
185.84775,3
188.23734,3
189.6152,3
190.17773,3
189.64175,3
188.11958,3
185.6753,3
182.65991,3
182.32095,3
181.18755,3
178.72958,3
175.5563,3
172.88727,3
171.52347,3
169.9678,3
168.13739,3
169.39665,3
172.27328,3
173.95242,3
174.84712,3
175.05298,3
175.12323,3
175.5422,3
176.46649,3
177.50742,3
178.11157,3
178.60538,3
178.44205,3
177.0889,3
174.80595,3
172.91142,3
172.09238,3
170.44012,3
167.32933,3
164.89124,3
164.40439,3
164.21748,3
163.55995,3
162.75447,
161.57971,
161.33159,
162.25937,
164.42737,
166.64084,
169.26868,
171.42001,
173.52185,
175.78162,
177.87704,
179.45654,
179.47948,
178.57385,3
177.5441,3
175.62546,3
171.5629,3
166.73276,3
163.36462,3
164.49591,3
167.22934,3
168.83301,3
169.50027,3
168.46587,3
165.59322,
161.6723,
159.01349,
157.51912,
160.69118,
167.7287,
173.97348,
179.39206,
183.33801,
185.97543,
188.05432,3
189.10504,3
189.06058,3
187.70148,3
185.92282,3
185.65698,3
185.97772,3
185.20401,3
183.8179,3
182.20401,3
180.99034,3
179.8168,3
178.40257,3
177.87354,3
177.30153,3
176.6544,3
175.53569,3
173.4158,3
173.26561,3
173.26834,3
174.5451,3
177.49121,3
181.18442,3
184.3335,3
186.85626,3
188.68939,3
190.17389,3
191.76813,3
192.69653,3
192.8422,3
192.3153,3
191.2171,3
189.05624,3
185.00574,3
181.90689,3
180.14099,3
177.23146,3
173.64459,3
171.2724,
170.46356,
169.57724,
167.3008,
164.92746,3
166.94078,3
173.00623,3
178.06064,3
180.82733,3
181.64389,3
181.73087,3
182.39987,3
182.32738,3
180.75108,3
178.4592,3
175.86334,3
172.2955,3
167.94212,3
164.43524,3
162.03214,
161.39476,
161.517,
161.64346,
161.95978,
161.61484,
158.69882,
154.95273,
152.33865,
151.42474,
154.56555,3
159.8901,3
166.37485,3
172.15315,3
178.26385,3
183.80266,3
187.64346,3
188.55405,3
187.06577,3
184.61401,3
182.93715,3
181.9622,3
182.99722,3
183.57098,3
182.86627,3
180.64586,3
178.10983,3
177.26093,3
178.73938,3
179.87933,3
180.09515,3
179.30142,3
177.95355,3
175.893,3
173.76855,3
173.17746,3
174.89143,3
176.2151,3
176.68199,3
177.80148,3
178.96753,3
180.25293,3
179.64302,3
177.10684,3
174.6897,3
173.48747,3
173.7901,3
174.76294,3
174.4202,
172.41754,
169.5492,
168.18231,
167.34216,
164.9773,
162.12123,
160.46071,
158.81955,
155.45592,
152.31187,
150.60791,
150.62088,
153.09915,3
159.45946,3
166.11676,3
173.17062,3
178.0763,3
180.09848,3
180.87862,3
180.85559,3
178.80595,3
177.28064,3
176.97864,3
175.83493,3
172.63544,3
167.35367,
162.21808,
159.82565,
160.47708,
162.88779,
165.03546,
164.86414,
162.13445,
157.83153,
153.7469,
150.0037,3
147.90302,3
152.06963,3
159.88843,3
166.0051,3
170.68234,3
173.37155,3
175.19089,3
176.34756,3
177.91766,3
178.44992,3
177.46371,3
176.68396,3
175.45624,3
172.85721,3
170.57745,3
172.25763,3
174.64606,3
175.5581,3
175.18982,3
173.10747,3
168.76343,3
163.8233,3
159.77151,3
158.39496,3
158.56198,3
159.7828,3
162.9658,3
163.961,3
168.16124,3
173.16248,3
177.56332,3
181.07999,3
182.94508,3
183.52657,3
183.67902,3
182.3935,3
180.48517,3
179.9002,3
179.7915,3
178.5712,3
175.8498,3
172.67482,3
169.13177,3
165.54189,3
161.86864,3
158.49512,3
156.09473,3
154.88126,3
154.1106,3
152.7485,3
152.67091,3
156.21469,3
161.06567,3
164.89915,3
167.42102,3
169.56989,3
170.96106,3
171.78784,3
172.30971,3
171.87305,3
169.5152,3
166.7598,
164.37642,
162.87003,
161.5281,
159.15875,
156.30786,
155.26349,
154.41672,
152.51897,
149.89966,
147.15149,
144.91792,
142.95273,
140.42752,3
137.77284,3
138.27869,3
146.05057,3
159.17586,3
169.00212,3
173.45856,3
175.65167,3
178.11966,3
180.59033,3
181.9613,3
182.56056,3
182.14856,3
180.39258,3
174.8468,3
165.5169,3
159.42216,3
158.4632,3
161.2364,3
164.22263,3
164.66231,3
166.3281,3
169.04144,3
171.57803,3
173.359,3
174.52412,3
176.29617,3
177.55688,3
177.42172,3
176.66476,3
176.24106,3
177.31154,3
179.10275,3
180.8699,3
182.28943,3
182.09161,3
181.62032,3
182.68335,3
184.15489,3
185.03983,3
185.30844,3
187.5862,3
190.76715,3
191.6583,3
191.35999,3
190.1432,3
190.06078,3
191.81824,3
194.15927,3
194.76193,3
193.89337,3
192.06027,3
188.36156,3
184.90254,3
183.58258,3
183.01239,3
182.46262,3
181.81732,3
181.99625,3
182.19717,3
182.22726,3
182.90494,3
182.23376,3
180.59927,3
180.54633,3
182.13661,3
184.15265,3
184.92365,3
183.6195,3
182.00192,3
180.9601,3
180.34012,3
179.79202,3
179.5693,3
179.95236,3
180.6535,3
181.50652,3
179.27496,3
172.87286,3
166.7941,3
166.32866,3
167.40216,3
167.42618,3
166.04854,3
164.64067,3
164.5545,3
164.53215,3
163.95038,3
163.23865,3
162.90952,3
163.23094,3
164.16339,3
164.72202,3
164.47821,3
163.31337,3
162.52086,3
159.8461,3
155.80377,3
150.4238,3
146.4537,3
147.02332,3
149.9708,3
151.6231,3
151.24771,3
151.86743,3
154.10187,3
155.56006,3
154.84451,3
152.5567,3
149.9479,3
147.41,3
146.02242,3
145.95578,3
145.91812,3
145.65567,3
143.80153,3
141.89444,3
142.47203,3
142.91513,3
141.79684,3
140.10565,3
140.05792,3
139.68857,3
137.91122,3
136.37616,3
136.33374,3
137.2657,3
138.47006,3
139.48434,3
138.97626,3
137.39212,3
137.01762,3
138.34647,3
140.24692,3
141.20438,3
140.60143,3
139.04971,3
137.38681,3
134.75482,3
131.02544,3
127.44883,3
125.12353,3
123.69272,3
122.45735,3
120.95055,3
119.69957,3
118.89396,3
118.736694,3
118.50925,3
117.696686,3
117.03012,3
