Coefficients,1,2,3,4,5,6,7,8,9,10,11,12,Instruments
-446.32507,0.26960003,0.2658381,0.2596154,0.2510049,0.24009386,0.22701426,0.21190953,0.19495371,0.17632079,0.15623374,0.13491052,0.11258987,0
-443.27002,4.573371,4.519597,4.4308004,4.3082156,4.1535277,3.968873,3.7567744,3.5201197,3.2621129,2.9862068,2.696064,2.3954926,0
-441.3446,7.286604,7.203717,7.0668664,6.87796,6.639639,6.3552055,6.028591,5.6642756,5.2672195,4.842778,4.3966146,3.934606,0
-440.4672,8.523867,8.430534,8.276442,8.063761,7.795467,7.475309,7.1077185,6.697755,6.250988,5.7734423,5.2714567,4.7515955,0
-440.12213,9.014074,8.927298,8.784004,8.586163,8.33647,8.038311,7.695672,7.313081,6.895502,6.448268,5.9769564,5.4873047,0
-439.88446,9.3548565,9.282078,9.161761,8.995348,8.784825,8.532675,8.24183,7.915616,7.5576944,7.1719913,6.7626357,6.333878,0
-439.33862,10.126751,10.053671,9.932713,9.765127,9.552641,9.29744,9.002124,8.669695,8.303482,7.9071465,7.484595,7.039942,0
-438.44138,11.388204,11.292906,11.135398,10.91765,10.642368,10.31296,9.933471,9.508537,9.043281,8.543276,8.014417,7.4628544,3
-437.5302,12.664208,12.531726,12.313488,12.013266,11.636234,11.188791,10.678461,10.11367,9.503586,8.857862,8.186461,7.499403,3
-436.923,13.511746,13.346197,13.074162,12.701336,12.235458,11.686092,11.064337,10.382519,9.653824,8.891983,8.11084,7.3240213,3
-436.50974,14.090256,13.90699,13.606155,13.194507,12.681198,12.077515,11.396505,10.652582,9.861125,9.037958,8.198962,7.3595796,3
-436.327,14.349234,14.167608,13.869424,13.461321,12.9522915,12.353411,11.677485,10.938654,10.151966,9.332924,8.497047,7.6594152,3
-436.66412,13.879514,13.718654,13.454302,13.091982,12.639164,12.10507,11.500372,10.836896,10.127246,9.384477,8.621698,7.8517437,3
