Coefficients,Instruments
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.28487414,
0.5429711,
0.6583501,
1.000658,
1.9183452,
2.8900898,
3.6941988,
4.0060883,
4.1960115,
4.2307143,
5.0035305,
6.468331,
7.12951,
7.455146,
8.46954,
10.122889,
11.298452,
11.119015,
10.839485,
11.196926,
11.34555,
12.175727,
13.422335,
13.996007,
14.574932,
14.893282,
15.134663,
15.038944,
14.651091,
14.575163,
15.638443,
16.948586,
18.404259,
19.780704,
20.171375,
19.823002,
18.485197,
18.037489,
17.930054,
17.766571,
17.922434,
18.132542,
18.36438,
18.363749,
18.272427,
19.208204,
20.311115,
21.296307,
22.28511,
23.343565,
24.385323,
23.76464,
22.481764,
22.008144,
21.93423,
21.972673,
31.451645,
67.773926,
95.95715,
114.52239,
123.981674,
126.15497,1
123.27673,1
118.438095,1
114.927574,1
112.403625,1
110.12043,1
108.210915,1
104.398605,1
98.86223,1
94.03978,1
91.63429,1
91.765465,1
92.34962,1
92.85736,1
92.86871,1
91.972496,1
91.41107,1
89.88309,1
88.56326,1
87.28183,1
85.91707,1
84.431076,1
84.01157,1
84.60884,1
84.8881,1
84.76394,1
84.66956,1
84.06348,1
81.70316,1
79.37274,1
78.971924,1
80.27318,1
81.33846,1
81.37582,1
80.69956,1
79.63185,1
78.84097,1
78.682526,1
78.995026,1
78.97041,1
78.128586,1
75.963455,1
74.48322,1
73.14431,1
72.479645,1
72.47371,1
72.881165,1
73.76815,1
74.78969,1
74.89035,1
74.391495,1
73.47604,1
71.26715,1
68.00015,1
65.24676,1
64.89687,1
66.43965,1
66.96983,1
65.64867,1
64.56464,1
65.55164,1
67.04075,1
69.368546,1
90.319016,1
110.65343,1
122.45975,1
129.78204,1
134.82556,1
136.53436,1
136.09727,1
135.42041,1
133.91519,1
132.12135,1
130.77902,1
129.8771,1
128.51775,1
127.569626,1
127.72214,1
128.49615,1
128.43001,1
128.07927,1
127.42251,1
126.09425,1
124.01317,1
122.200836,1
121.66943,1
121.62698,1
121.287796,1
120.69953,1
119.19241,1
117.38621,1
115.718124,1
114.04117,1
112.512405,1
111.666,1
112.03516,1
112.73435,1
112.56383,1
112.39146,1
112.44324,1
112.80043,1
112.74035,1
111.657646,1
110.62339,1
110.170975,1
109.95274,1
110.11886,1
110.02923,1
109.30325,1
109.50632,1
110.72154,1
111.03339,1
109.8415,1
107.4917,1
106.05617,1
106.8042,1
108.74846,1
109.987274,1
109.62801,1
107.99566,1
107.44232,1
