0,1,2,3,4,5,6,7,8,9,10,11,12
-595.1029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-588.59705,9.159669,9.037825,8.837877,8.564408,8.223611,7.8230867,7.3715878,6.87874,6.3547344,5.810002,5.254906,4.6994457
-580.54297,20.160595,18.925568,17.042786,14.743952,12.296349,9.959246,7.943847,6.3841057,5.3231955,4.7172604,4.4544973,4.3848114
-575.91614,26.311146,23.99057,20.580154,16.645561,12.776188,9.457375,6.983388,5.4298334,4.6839,4.5135546,4.6483393,4.8464446
-575.584,26.748034,24.338646,20.809484,16.759943,12.8098755,9.462062,7.010061,5.5117064,4.826296,4.6939316,4.826256,4.979598
-577.9148,23.617039,21.67326,18.827255,15.563423,12.381017,9.681202,7.6908827,6.4408803,5.7980566,5.534399,5.4075336,5.2269173
-579.94727,20.805656,19.06492,16.59359,13.898239,11.461128,9.609739,8.445679,7.8513575,7.564779,7.290265,6.8038044,6.018112
-579.79816,20.831448,18.639538,15.701096,12.771844,10.442368,8.959725,8.223284,7.922631,7.72068,7.385003,6.824568,6.054306
-580.3521,20.10461,18.080502,15.395849,12.730749,10.566543,9.071945,8.154239,7.588155,7.136915,6.633378,6.022188,5.3578873
-580.24493,20.31641,18.437181,15.890575,13.256222,10.96654,9.23016,8.060469,7.3276,6.8074064,6.2623787,5.562352,4.7697334
-579.9077,20.869234,19.161736,16.766037,14.180742,11.831255,9.945888,8.527787,7.423497,6.444908,5.480791,4.545954,3.7515445
-579.3378,21.504559,19.429722,16.786846,14.30431,12.347754,10.81242,9.328931,7.6170883,5.7328644,4.0440683,2.9688792,2.6757035
-579.6359,21.065617,18.970951,16.373137,14.034936,12.275459,10.877051,9.3646555,7.4415007,5.2648354,3.3700902,2.30752,2.2568982
-580.4514,20.087147,18.405712,16.202087,14.012267,12.10998,10.433472,8.743385,6.886324,4.9725513,3.344889,2.366405,2.1796377
-581.0207,19.515545,18.388733,16.72323,14.755072,12.692335,10.669239,8.747925,6.9589124,5.3498545,4.0092716,3.0478177,2.5464084
-580.85236,19.839188,18.931465,17.525608,15.75588,13.769613,11.707188,9.692869,7.834135,6.222805,4.9312153,4.0019393,3.435501
